date,total_events,conflict_war_count,econ_policy_count,government_political_count,civil_unrest_protest_count,diplomatic_relations_count,avg_goldstein_scale,avg_tone
2015-07-15,119721,20500,46654,40310,2934,29655,2.2769063071641593,-1.2614880508470117
2015-07-16,114422,22764,47124,37789,2831,26485,1.8737358200346081,-1.4189560624498256
2015-07-17,105782,22813,45071,34694,2489,23395,1.6280728290257325,-1.5085011439282086
2015-07-18,68236,16842,30376,21834,1891,13990,1.0703426343865414,-1.9264779142899442
2015-07-19,62729,14913,28041,19580,1744,13228,1.2421049275454739,-1.9253562921414316
2015-07-20,100610,20807,41447,33580,2452,22987,1.7714044329589507,-1.6454775758160813
2015-07-21,105945,21225,44084,34636,2999,24098,1.8345556656755848,-1.6504338728419075
2015-07-22,102240,21760,43919,32337,2764,23030,1.6755790297339594,-1.6516213133713196
2015-07-23,107147,21940,45481,34448,2827,24247,1.8045432909927488,-1.6430866816151333
2015-07-24,103598,23867,45504,32532,2839,22564,1.3843307785864591,-1.7851363151343154
2015-07-25,70902,18657,32822,21226,2055,14679,0.85082085131590035,-2.011798616953115
2015-07-26,66629,17559,30946,19929,2043,13615,0.78022782872322849,-2.0739061538613837
2015-07-27,102599,25549,46536,31011,2762,22161,1.0937640717745771,-1.8710698577083003
2015-07-28,108904,24849,48416,34430,2660,23233,1.4638351208403719,-1.8031775941074459
2015-07-29,113029,25723,50049,34988,2627,25242,1.473763370462448,-1.8238422919275479
2015-07-30,107550,23705,47802,33738,2767,23088,1.5785086006508604,-1.82198372278126
2015-07-31,101841,22386,44708,31816,2801,22401,1.5468720849166837,-1.8533608440864007
2015-08-01,70041,17543,31945,21005,2146,14800,1.0116046315729355,-2.103567804019332
2015-08-02,64407,16833,30095,19202,1914,13116,0.84515192448025855,-2.167251520934367
2015-08-03,97296,22195,43345,30270,2797,20729,1.3922165351093572,-1.9014531773474972
2015-08-04,101263,22655,45049,31559,2781,21703,1.4995388246447381,-1.8010895359516097
2015-08-05,106620,22270,46025,34253,2804,23351,1.7323278934533859,-1.7032111215981798
2015-08-06,103604,22427,45651,32834,2794,22185,1.6114445388208962,-1.7968553750314156
2015-08-07,96650,21470,43967,29592,2584,20332,1.5485380237972044,-1.932618284972591
2015-08-08,66711,17233,32113,19459,2076,12931,0.93234099323949593,-2.3961548404741877
2015-08-09,60265,16615,29183,17681,2059,11251,0.60385796067369113,-2.3811089969679213
2015-08-10,95116,23641,44179,28504,3199,19087,1.0486311451280548,-2.1266233645978185
2015-08-11,101520,22837,44999,30797,3351,22251,1.4117553191489354,-2.0130840524220255
2015-08-12,102959,22132,45664,31510,2933,22711,1.6203100263211561,-1.855904772149169
2015-08-13,104842,21987,46353,32606,2822,22871,1.7289092157723047,-1.8167343833458196
2015-08-14,98538,19513,42312,31722,2956,21413,1.834122876453754,-1.6927590987664405
2015-08-15,67421,16258,30943,20976,2189,13221,1.1215704305780092,-2.1560005702197906
2015-08-16,64772,16675,30723,18843,2383,12683,0.88512011362934617,-2.3210741484452844
2015-08-17,94757,21660,42567,29334,2954,19725,1.4079571957744561,-1.9768699802970344
2015-08-18,103006,21827,45487,32128,2773,22483,1.7302953226025679,-1.845230916182669
2015-08-19,106581,21815,45973,33423,3112,23940,1.795151105731791,-1.7939249344747041
2015-08-20,106351,22746,46070,33562,3031,23567,1.6459375088151511,-1.9004884158213848
2015-08-21,99456,23310,44408,30406,2700,21856,1.3091236325611328,-1.9520500012934163
2015-08-22,70203,18146,33004,20096,2248,14781,0.8588920701394529,-2.3394550987455411
2015-08-23,82841,18739,36627,25227,2751,18040,1.3277483371760359,-2.1546487743895186
2015-08-24,99407,21007,42626,31560,3378,21686,1.5913336082972021,-1.8830237666647771
2015-08-25,104603,21667,44868,33033,3287,23280,1.7093945680334215,-1.8426349651073548
2015-08-26,110675,24650,48352,34715,2938,24518,1.5491655748814088,-1.8122261807862432
2015-08-27,108353,23413,46706,34584,2789,24130,1.6564691332958028,-1.7416439530382679
2015-08-28,97512,20387,42148,31430,2591,21252,1.7347218803839546,-1.7933441690629082
2015-08-29,69511,15954,31416,21066,2343,14595,1.3152752801714847,-2.1382137104186603
2015-08-30,64480,14991,28594,19484,2318,14006,1.2058824441687335,-2.0469035757967164
2015-08-31,97339,20045,41127,31365,3360,21379,1.6742949896752577,-1.8328204810649336
2015-09-01,110350,23136,47218,34992,3492,24532,1.6477589487992754,-1.9119968264293525
2015-09-02,111809,22323,47344,35614,3557,25158,1.8021411514278824,-1.8061210758014186
2015-09-03,111027,20616,46202,35734,3118,25830,2.0571383537337744,-1.8153323390543066
2015-09-04,107735,19622,45330,33909,2987,25393,2.1109574418712627,-1.912847104413693
2015-09-05,76269,15482,33230,23598,2200,17150,1.7354691945613536,-2.1383451056271112
2015-09-06,70935,14575,31230,22084,1992,15541,1.7302488193416516,-2.0852072750569235
2015-09-07,102068,20074,43887,31511,3085,23463,1.8581406513304839,-2.0194679735382834
2015-09-08,118994,23374,51443,36946,3324,27141,1.9149183992470196,-1.8884150995346216
2015-09-09,123172,22069,50876,39764,3277,29109,2.1549369986685325,-1.7231897769190814
2015-09-10,120830,21381,49785,39503,3181,28234,2.2071869568815714,-1.6436438429028346
2015-09-11,113278,20748,46744,36510,2972,26911,2.0936245343314694,-1.7585825194670952
2015-09-12,73747,14039,30960,24013,2409,16308,1.8899263698862332,-1.882458904160343
2015-09-13,69551,13975,29392,22003,2277,15800,1.7094995039611194,-1.8990291940111195
2015-09-14,110152,22852,47209,33969,3076,25770,1.6896107197327324,-1.8511916395291692
2015-09-15,116771,22663,48980,36487,3022,28142,1.9188702674465408,-1.6968385276986901
2015-09-16,119834,22918,49681,38062,3386,28571,1.9352362434701331,-1.7397351016513807
2015-09-17,115219,21412,47643,36943,3130,27362,2.0234379746396005,-1.6752923179214869
2015-09-18,110174,21367,45839,34805,2745,26638,1.929290032130992,-1.7221989945082963
2015-09-19,75965,16465,32715,23401,2334,17431,1.4808780359376039,-1.9535242560351136
2015-09-20,70329,14252,29693,22417,2106,16047,1.6861209458402664,-1.8082107207894591
2015-09-21,108259,19275,42846,35062,3042,27229,2.0895629924532879,-1.4929018273056667
2015-09-22,117230,20385,46450,38276,2656,29741,2.24598652222127,-1.4459874650749773
2015-09-23,115844,18602,45766,37556,2640,29772,2.4436440385345786,-1.2753742534732206
2015-09-24,107713,17549,42166,35678,2577,27210,2.3649503773917768,-1.2992335397985022
2015-09-25,102911,17095,40190,33498,2494,26622,2.2897153851386141,-1.4084080756779109
2015-09-26,69543,13545,28596,21733,1902,17239,1.8212300303409408,-1.6919785041282267
2015-09-27,68745,14146,27700,21780,1863,17348,1.6233500618226786,-1.596296021146691
2015-09-28,108094,20530,43812,34880,2727,26551,1.9445824930153401,-1.5870691669870507
2015-09-29,115323,22512,48391,37010,2688,27042,1.9282172680211238,-1.5890966986376329
2015-09-30,125048,26323,53784,40732,2807,27552,1.7361645128270731,-1.5097329204189078
2015-10-01,125618,29216,55717,39565,2796,27411,1.3889458517091477,-1.7200545735710404
2015-10-02,117690,31008,55112,35337,2379,24620,0.94607188376242568,-2.009119836652796
2015-10-03,76783,21725,36419,23401,1802,15003,0.57910735449253048,-2.1503924911645567
2015-10-04,70618,20094,34050,20802,1974,13725,0.51877141805205573,-2.2666773251974051
2015-10-05,108891,25535,48669,33603,2987,23495,1.3203432790588776,-1.8099948118826907
2015-10-06,117625,26347,51936,36826,2921,25818,1.54387502656748,-1.7163985990371566
2015-10-07,121169,28132,53254,38290,2839,26650,1.3916315229142766,-1.7081310682659345
2015-10-08,121306,27661,53133,38313,2949,26727,1.4306365719750067,-1.6670700156319993
2015-10-09,115544,28162,51923,35854,3054,24539,1.1501428027418115,-1.83392806318554
2015-10-10,80822,22534,38602,23356,3004,15704,0.50757961941055685,-2.3770461708690478
2015-10-11,74926,21259,35951,21317,2698,14854,0.43818434188399258,-2.3397409620534648
2015-10-12,107129,25644,48206,33560,3335,21897,1.1900829840659388,-1.9043265941466412
2015-10-13,117470,27331,51639,37807,3356,24533,1.3367591725546943,-1.8328802204307342
2015-10-14,116711,25874,50228,37703,2983,25602,1.5143414074080417,-1.68309695768413
2015-10-15,117743,24355,50436,38292,2928,25890,1.8031398894201787,-1.5619020871891054
2015-10-16,115211,26077,51271,36501,2918,24373,1.4884629071876836,-1.7866466179144607
2015-10-17,75523,19508,35092,22637,2193,15497,0.93151887504468878,-2.1362397762251386
2015-10-18,70692,17884,32209,21186,2158,15064,0.95649295535562673,-2.1066098791053083
2015-10-19,106153,22957,45637,33194,2911,24311,1.5734364549282618,-1.7011115401009009
2015-10-20,115648,24251,49203,37112,3181,26046,1.679645994742665,-1.6833685403855814
2015-10-21,23699,4582,9400,7871,608,5807,1.8528334528883079,-1.4890483201466875
2015-10-22,14962,3549,6519,4374,464,3588,1.1561956957625978,-2.1633665709989365
2015-10-23,123131,25710,51952,39506,3661,27851,1.6646506566177497,-1.7267682800550059
2015-10-24,75623,17386,33032,23179,2349,16976,1.2624413207622009,-2.0032383656144508
2015-10-25,68735,16207,30109,21483,2121,14942,1.1814708663708444,-1.9952823527520618
2015-10-26,105492,22851,44654,34031,2635,24077,1.577021006332233,-1.6282040047790491
2015-10-27,114347,23160,47682,37061,2973,26492,1.8076740098122388,-1.5536652057022984
2015-10-28,114475,22005,46962,36978,2867,27540,1.96230006551649,-1.4970856474628069
2015-10-29,115048,21836,47754,36962,2835,27337,2.019862144496205,-1.4848659144570087
2015-10-30,107900,21226,46243,34650,2653,24251,1.933982391102874,-1.6393556321810385
2015-10-31,70017,15921,31789,21337,1765,15012,1.4529214333661837,-1.9571085670316479
2015-11-01,64988,15896,29467,20120,1669,13671,1.1349249092140092,-1.9533433073710145
