Date,Gold_Price,SAHMREALTIME,T10Y2Y,VIXCLS,DEXUSEU,DTWEXBGS,Disaster_Flag,Epidemic_Start_Flag,avg_tone,conflict_war_count,civil_unrest_protest_count
2006-01-03,533.6,-0.03,0.03,11.14,1.198,100.7558,1,0,0.2119686010589169,3.0,0.0
2006-01-04,534.55,-0.03,0.05,11.37,1.2091,100.2288,1,0,-2.26009657728575,6.0,0.0
2006-01-05,525.05,-0.03,0.04,11.31,1.2101,100.2992,1,0,0.0167566747174545,2.0,0.0
2006-01-06,539.65,-0.03,0.02,11.0,1.2148,100.0241,1,0,-1.9124925102973205,6.0,1.0
2006-01-09,549.12,-0.03,0.02,11.13,1.2064,100.1794,1,0,-3.7119457787939223,13.0,0.0
2006-01-10,542.55,-0.03,0.02,10.86,1.2063,100.1436,1,0,-2.583966326071508,12.0,0.0
2006-01-11,549.0,-0.03,0.02,10.94,1.2135,99.871,1,0,-2.1028855956941666,0.0,0.0
2006-01-12,548.2,-0.03,0.03,11.2,1.2035,100.0643,1,0,-0.6005654607820013,1.0,0.0
2006-01-13,556.88,-0.03,0.02,11.23,1.2103,99.9675,1,0,-1.5760195176715284,8.0,0.0
2006-01-16,562.2,-0.03,0.02,11.23,1.2103,99.9715,1,0,-2.823585674981732,7.0,0.0
2006-01-17,554.5,-0.03,0.01,11.91,1.2073,100.2447,1,0,-1.9617032787266493,6.0,0.0
2006-01-18,544.0,-0.03,0.01,12.25,1.2083,100.4085,1,0,-4.328760968795591,5.0,0.0
2006-01-19,558.0,-0.03,0.01,11.98,1.211,100.1862,1,0,-0.047659901987477,4.0,0.0
2006-01-20,553.8,-0.03,0.0,14.56,1.2101,99.9017,1,0,-1.0748091289066446,4.0,0.0
2006-01-23,559.2,-0.03,0.01,13.93,1.2276,99.3783,1,0,-2.573083397300054,5.0,0.0
2006-01-24,558.7,-0.03,0.03,13.31,1.2287,99.3434,1,0,-3.3749119921181627,6.0,0.0
2006-01-25,563.45,-0.03,0.03,12.87,1.2252,99.348,1,0,-2.21762671061966,3.0,0.0
2006-01-26,560.15,-0.03,0.04,12.42,1.2229,99.4798,1,0,-1.17845117845117,0.0,0.0
2006-01-27,559.55,-0.03,0.01,11.97,1.213,99.6433,1,0,-1.1647647585835508,37.0,1.0
2006-01-30,569.15,-0.03,0.02,12.39,1.2091,99.7144,1,0,-1.0461429261006103,3.0,0.0
2006-01-31,568.95,-0.03,-0.01,12.95,1.2158,99.4311,1,0,-0.4659004814682583,13.0,0.0
2006-02-01,569.15,-0.07,-0.02,12.36,1.2092,99.6132,1,0,-1.3286535692743833,3.0,0.0
2006-02-02,572.45,-0.07,-0.02,13.23,1.21,99.7916,1,0,-0.7892251165265223,3.0,0.0
2006-02-03,567.65,-0.07,-0.05,12.96,1.2021,100.118,1,0,-2.7197204405017588,10.0,1.0
2006-02-06,569.85,-0.07,-0.07,13.04,1.1971,100.1372,1,0,-2.3633724994971907,11.0,0.0
2006-02-07,548.85,-0.07,-0.04,13.59,1.1974,100.1759,1,0,1.1255341776112138,1.0,0.0
2006-02-08,550.85,-0.07,-0.08,12.83,1.1935,100.4879,1,0,-4.18376912140916,9.0,0.0
2006-02-09,563.95,-0.07,-0.12,13.12,1.1963,100.2117,1,0,-5.860514956823868,10.0,1.0
2006-02-10,550.95,-0.07,-0.1,12.87,1.192,100.322,1,0,-3.846469093156216,16.0,0.0
2006-02-13,539.05,-0.07,-0.1,13.35,1.1905,100.3955,1,0,-1.88771179670473,8.0,0.0
2006-02-14,547.62,-0.07,-0.07,12.25,1.1895,100.3987,1,0,-0.8469137924038938,3.0,0.0
2006-02-15,539.95,-0.07,-0.1,12.31,1.1884,100.4489,1,0,-1.031290282806266,4.0,0.0
2006-02-16,546.25,-0.07,-0.1,11.48,1.1882,100.5183,1,0,1.878258044820473,4.0,0.0
2006-02-17,552.15,-0.07,-0.12,12.01,1.1906,100.3404,1,0,0.7720075853327854,3.0,0.0
2006-02-20,556.05,-0.07,-0.12,12.01,1.1906,100.3447,1,0,-1.400039837294712,8.0,0.0
2006-02-21,553.85,-0.07,-0.14,12.41,1.1912,100.2346,1,0,-4.251911017792924,17.0,0.0
2006-02-22,554.35,-0.07,-0.15,11.88,1.1905,100.3879,1,0,-3.384978070264889,3.0,0.0
2006-02-23,549.38,-0.07,-0.16,11.87,1.1923,100.1956,1,0,0.68317677198975,0.0,0.0
2006-02-24,558.95,-0.07,-0.16,11.46,1.1882,100.2594,1,0,0.7230556620455038,10.0,0.0
2006-02-27,555.15,-0.07,-0.15,11.59,1.186,100.0724,1,0,1.0841293201870248,6.0,0.0
2006-02-28,561.75,-0.07,-0.14,12.34,1.1925,99.7695,1,0,-0.6462895657743236,6.0,0.0
2006-03-01,563.85,-0.07,-0.12,11.54,1.1899,99.8355,1,0,-2.0892056465148925,4.0,0.0
2006-03-02,568.75,-0.07,-0.08,11.72,1.2003,99.5969,1,0,-0.190427303314209,2.0,1.0
2006-03-03,565.05,-0.07,-0.08,11.96,1.2028,99.7024,1,0,-0.3728260590749628,3.0,0.0
2006-03-06,555.55,-0.07,-0.03,12.74,1.2002,99.9834,1,0,-2.0283702748816577,9.0,0.0
2006-03-07,552.95,-0.07,-0.03,12.66,1.1888,100.564,1,0,-2.1857015328803726,4.0,0.0
2006-03-08,543.85,-0.07,0.01,12.32,1.1914,100.8565,1,0,-3.91611877416845,1.0,0.0
2006-03-09,546.05,-0.07,0.02,12.68,1.192,100.7718,1,0,-1.4509013942186009,4.0,0.0
2006-03-10,540.35,-0.07,0.02,11.85,1.1886,100.9566,1,0,-0.8986075858175653,3.0,0.0
2006-03-13,546.15,-0.07,0.03,11.37,1.1942,100.8563,1,0,-0.8232993369457134,17.0,0.0
2006-03-14,551.95,-0.07,0.05,10.74,1.2025,100.312,1,0,-3.5431285735336417,0.0,0.0
2006-03-15,553.95,-0.07,0.04,11.35,1.2045,100.2121,1,0,-2.7387946526463964,3.0,0.0
2006-03-16,555.25,-0.07,0.03,11.98,1.2151,99.9049,1,0,0.0,0.0,0.0
2006-03-17,553.85,-0.07,0.03,12.12,1.2197,99.8614,1,0,-5.007771785306921,10.0,0.0
2006-03-20,554.45,-0.07,0.01,11.79,1.2168,100.0491,1,0,-2.795511067140513,11.0,0.0
2006-03-21,551.85,-0.07,-0.01,11.62,1.2079,100.4716,1,0,-0.2513072029428869,4.0,0.0
2006-03-22,550.55,-0.07,-0.04,11.21,1.2095,100.496,1,0,-3.796038141398802,5.0,0.0
2006-03-23,550.15,-0.07,-0.04,11.17,1.1984,100.8256,1,0,-1.891558651822688,0.0,0.0
2006-03-24,560.45,-0.07,-0.05,11.19,1.2034,100.7773,1,0,-0.7356341887653371,6.0,2.0
2006-03-27,566.95,-0.07,-0.02,11.46,1.2015,100.8359,1,0,-3.015947976842895,4.0,0.0
2006-03-28,564.5,-0.07,-0.02,11.58,1.2078,100.7995,1,0,-4.531756600373807,5.0,0.0
2006-03-29,573.45,-0.07,-0.01,10.95,1.203,101.0474,1,0,-4.379971498547835,3.0,0.0
2006-03-30,588.65,-0.07,0.02,11.57,1.2132,100.5698,1,0,-0.721834246768487,2.0,0.0
2006-03-31,583.65,-0.07,0.04,11.39,1.2139,100.56,1,0,-1.0348723828474795,4.0,0.0
2006-04-03,588.75,-0.07,0.02,11.57,1.2124,100.6204,1,0,0.0865952352905891,3.0,0.0
2006-04-04,586.45,-0.07,0.03,11.14,1.2258,100.1319,1,0,0.261816908342241,0.0,0.0
2006-04-05,588.85,-0.07,0.03,11.13,1.2272,100.0792,1,0,-2.297824297297728,3.0,0.0
2006-04-06,595.25,-0.07,0.06,11.45,1.2216,100.1578,1,0,0.6565957705726501,0.0,0.0
2006-04-07,588.45,-0.07,0.08,12.26,1.2109,100.4187,1,0,-1.2831838541015967,9.0,0.0
2006-04-10,600.0,-0.07,0.08,12.19,1.2091,100.4091,1,0,-2.42235007714381,9.0,0.0
2006-04-11,593.5,-0.07,0.05,13.0,1.2125,100.2903,1,0,-0.7623168429079761,2.0,1.0
2006-04-12,598.38,-0.07,0.07,12.76,1.2107,100.3589,1,0,-1.5656756569588512,1.0,0.0
2006-04-13,596.5,-0.07,0.09,12.38,1.2107,100.4759,1,0,-2.682168495666944,0.0,0.0
2006-04-14,599.8,-0.07,0.09,12.38,1.2106,100.4697,1,0,-1.7334205626509938,1.0,0.0
2006-04-17,614.0,-0.07,0.1,12.58,1.2267,99.8719,1,0,0.1814731717110703,6.0,0.0
2006-04-18,621.6,-0.07,0.15,11.4,1.2274,99.6747,1,0,-0.5419572699357591,5.0,2.0
2006-04-19,639.9,-0.07,0.18,11.32,1.2345,99.3467,1,0,-0.2445314950080012,0.0,0.0
2006-04-20,615.3,-0.07,0.15,11.64,1.2326,99.4974,1,0,-2.1647339372816927,3.0,0.0
2006-04-21,634.0,-0.07,0.11,11.59,1.234,99.4345,1,0,-5.60706059089104,3.0,0.0
2006-04-24,621.3,-0.07,0.1,11.75,1.2373,99.117,1,0,-0.956301077439636,4.0,0.0
2006-04-25,630.3,-0.07,0.12,11.75,1.2412,98.9687,1,0,0.3740762256231575,3.0,0.0
2006-04-26,639.0,-0.07,0.13,11.76,1.2464,98.8907,1,0,-2.8295073723665807,8.0,1.0
2006-04-27,634.0,-0.07,0.18,11.84,1.2525,98.5149,1,0,1.277006545577947,8.0,0.0
2006-04-28,654.5,-0.07,0.2,11.59,1.2624,98.1412,1,0,1.166294238605248,9.0,0.0
2006-05-01,658.1,-0.07,0.2,12.54,1.2607,97.9085,1,0,-1.7954640851251893,4.0,1.0
2006-05-02,667.6,-0.07,0.2,11.99,1.2644,97.6571,1,0,-1.5857005040536447,6.0,1.0
2006-05-03,667.5,-0.07,0.21,11.99,1.2639,97.5572,1,0,-1.6974055481867176,3.0,0.0
2006-05-04,677.4,-0.07,0.19,11.86,1.2684,97.4878,1,0,-1.619264435610526,7.0,0.0
2006-05-05,682.7,-0.07,0.18,11.62,1.2733,97.2585,1,0,-2.1317135103755667,3.0,0.0
2006-05-08,678.8,-0.07,0.15,12.0,1.272,97.1945,1,0,-1.4680344750715528,12.0,0.0
2006-05-09,700.8,-0.07,0.16,11.99,1.2747,96.9578,1,0,-2.280006777340831,6.0,0.0
2006-05-10,707.5,-0.07,0.12,11.78,1.2799,96.6391,1,0,-1.286665564964422,0.0,0.0
2006-05-11,719.3,-0.07,0.15,12.49,1.2855,96.5383,1,0,-4.415106562879858,3.0,0.0
2006-05-12,714.8,-0.07,0.18,14.19,1.2888,96.8788,1,0,-3.306023949055066,3.0,0.0
2006-05-15,681.1,-0.07,0.16,13.57,1.2826,97.3588,1,0,-1.9451969183808249,6.0,0.0
2006-05-16,689.6,-0.07,0.14,13.35,1.2817,97.1959,1,0,-0.1223866124001991,4.0,1.0
2006-05-17,689.9,-0.07,0.19,16.26,1.2722,97.4725,1,0,-4.31741319277798,7.0,0.0
2006-05-18,682.3,-0.07,0.14,16.99,1.2795,97.7033,1,0,-0.3034153848028934,0.0,0.0
2006-05-19,657.6,-0.07,0.09,17.18,1.275,97.933,1,0,-1.2889724334335269,4.0,0.0
2006-05-22,656.2,-0.07,0.1,17.72,1.285,97.9377,1,0,-2.467503054424127,4.0,0.0
2006-05-23,671.5,-0.07,0.1,18.26,1.2844,97.7045,1,0,-5.07413831086443,5.0,0.0
2006-05-24,641.9,-0.07,0.09,17.36,1.2747,98.3936,1,0,-2.9996378931940253,3.0,0.0
2006-05-25,650.8,-0.07,0.09,15.5,1.2777,97.8423,1,0,-3.615035127628285,0.0,0.0
2006-05-26,652.0,-0.07,0.1,14.26,1.2739,97.8995,1,0,4.124632610112215,1.0,0.0
2006-05-29,650.5,-0.07,0.1,14.26,1.2739,97.8936,1,0,-0.7085031824059813,3.0,0.0
2006-05-30,652.8,-0.07,0.1,18.66,1.2868,97.588,1,0,-2.483521181870187,5.0,0.0
2006-05-31,643.7,-0.07,0.08,16.44,1.2833,97.7705,1,0,0.0,0.0,0.0
2006-06-01,629.6,-0.03,0.07,14.52,1.2824,97.7726,1,0,1.7402578742345365,2.0,0.0
2006-06-02,638.2,-0.03,0.08,14.32,1.2912,97.5544,1,0,-0.5228277979735382,6.0,2.0
2006-06-05,637.35,-0.03,0.03,16.65,1.2953,97.3681,1,0,-2.182810907651617,26.0,0.0
2006-06-06,630.15,-0.03,0.02,17.34,1.2828,98.1449,1,0,-0.8385583421027664,5.0,0.0
2006-06-07,626.95,-0.03,0.0,17.8,1.2799,98.1641,1,0,-1.09837196036236,2.0,0.0
2006-06-08,612.15,-0.03,-0.01,18.35,1.2648,98.9313,1,0,0.0232944214586683,2.0,0.0
2006-06-09,607.45,-0.03,-0.03,18.12,1.2636,98.5471,1,0,-3.948986160283233,2.0,0.0
2006-06-12,605.85,-0.03,-0.03,20.96,1.2587,98.5494,1,0,-1.775729291668332,3.0,0.0
2006-06-13,563.25,-0.03,-0.05,23.81,1.2574,98.9201,1,0,0.803102866353773,2.0,0.0
2006-06-14,559.35,-0.03,-0.06,21.46,1.2631,98.8338,1,0,-0.897030371455709,0.0,0.0
2006-06-15,570.0,-0.03,-0.04,15.9,1.2616,98.8846,1,0,-0.9336766552102636,1.0,0.0
2006-06-16,580.85,-0.03,-0.03,17.25,1.2623,98.9127,1,0,-3.8710544402454983,5.0,0.0
2006-06-19,569.15,-0.03,-0.05,17.83,1.2577,99.145,1,0,-0.3622695753534024,0.0,0.0
2006-06-20,576.5,-0.03,-0.04,16.69,1.2568,99.0117,1,0,-1.2874125435342767,5.0,0.0
2006-06-21,586.85,-0.03,-0.04,15.52,1.2665,98.5544,1,0,-1.4544946007340132,2.0,0.0
2006-06-22,580.65,-0.03,-0.03,15.88,1.2582,99.0856,1,0,-0.2457997596742664,4.0,0.0
2006-06-23,583.35,-0.03,-0.04,15.89,1.2522,99.4216,1,0,-0.30292150224487,18.0,0.0
2006-06-26,585.45,-0.03,-0.02,15.62,1.2554,99.3634,1,0,0.2068516272215907,10.0,0.0
2006-06-27,581.9,-0.03,-0.03,16.4,1.2589,99.219,1,0,0.1895766944008472,7.0,0.0
2006-06-28,580.2,-0.03,-0.04,15.79,1.2532,99.392,1,0,-0.0156594494909426,5.0,0.0
2006-06-29,598.0,-0.03,0.01,13.03,1.2534,99.2158,1,0,-0.3653654708997193,15.0,0.0
2006-06-30,613.1,-0.03,-0.01,13.08,1.2779,98.2483,1,0,-2.0800813852431874,3.0,1.0
2006-07-03,624.5,-0.03,-0.02,13.05,1.2793,98.0371,1,0,-1.2066910022704558,0.0,0.0
2006-07-04,622.0,-0.03,-0.02,13.05,1.2793,98.0221,1,0,0.1316307789352054,0.0,1.0
2006-07-05,628.45,-0.03,-0.01,14.15,1.2726,98.308,1,0,-0.1296145756608385,1.0,0.0
2006-07-06,633.95,-0.03,-0.03,13.65,1.2757,98.138,1,0,-0.6359671028878713,0.0,0.0
2006-07-07,630.55,-0.03,-0.03,13.97,1.2822,97.7508,1,0,-0.9395599581642639,2.0,0.0
2006-07-10,624.05,-0.03,-0.04,14.02,1.2751,97.9813,1,0,-4.534112051661472,15.0,0.0
2006-07-11,641.35,-0.03,-0.07,13.14,1.2754,98.2132,1,0,-1.8477422956166063,6.0,0.0
2006-07-12,651.25,-0.03,-0.07,14.49,1.2706,98.5202,1,0,-3.617674180822664,1.0,0.0
2006-07-13,660.05,-0.03,-0.04,17.79,1.2673,98.5583,1,0,-3.6332366815136807,2.0,1.0
2006-07-14,665.15,-0.03,-0.01,18.05,1.2641,98.6814,1,0,1.4596731055460703,2.0,0.0
2006-07-17,643.15,-0.03,-0.05,18.64,1.2529,99.0767,1,0,-4.359748715607413,5.0,0.0
2006-07-18,631.2,-0.03,-0.06,17.74,1.25,99.1341,1,0,-0.3210037920274331,1.0,0.0
2006-07-19,642.05,-0.03,-0.06,15.55,1.256,98.9262,1,0,-7.135659515040995,4.0,0.0
2006-07-20,629.15,-0.03,-0.03,16.21,1.2639,98.6014,1,0,-2.606987572836156,2.0,1.0
2006-07-21,620.75,-0.03,-0.03,17.4,1.2684,98.5221,1,0,-2.021287288179744,3.0,0.0
2006-07-24,612.48,-0.03,-0.05,14.98,1.263,98.7795,1,0,-0.4965296210422363,5.0,0.0
2006-07-25,619.45,-0.03,-0.04,14.85,1.2576,98.9388,1,0,-5.978087421832392,10.0,6.0
2006-07-26,622.17,-0.03,-0.02,14.62,1.2628,98.742,1,0,-2.6089709201451834,0.0,1.0
2006-07-27,633.88,-0.03,0.0,14.94,1.2732,98.2283,1,0,-5.273889854792326,8.0,1.0
2006-07-28,635.9,-0.03,0.02,14.33,1.2748,98.0539,1,0,-2.6621238109366514,8.0,2.0
2006-07-31,634.58,-0.03,0.02,14.95,1.2764,97.9996,1,0,-1.4803043311943032,2.0,0.0
2006-08-01,647.2,0.07,0.02,15.05,1.2778,98.1715,1,0,-0.176360807088329,3.0,0.0
2006-08-02,650.95,0.07,-0.01,14.34,1.2798,97.9432,1,0,-3.9515415600060297,0.0,0.0
2006-08-03,645.05,0.07,-0.02,14.46,1.2779,98.0694,1,0,1.26422250316056,0.0,0.0
2006-08-04,646.45,0.07,0.0,14.34,1.2894,97.6005,1,0,0.1643773127452187,0.0,0.0
2006-08-07,647.98,0.07,-0.03,15.23,1.2867,97.5088,1,0,2.092805803806203,0.0,0.0
2006-08-08,643.75,0.07,0.02,15.23,1.2839,97.6524,1,0,-2.728980166398435,2.0,0.0
2006-08-09,650.65,0.07,0.01,15.2,1.2888,97.4402,1,0,-0.2889074748364347,0.0,0.0
2006-08-10,635.17,0.07,0.0,14.46,1.2765,97.8887,1,0,-3.541229941777702,2.0,0.0
2006-08-11,632.7,0.07,0.01,14.3,1.2757,97.7863,1,0,-1.506879010284797,2.0,0.0
2006-08-14,629.2,0.07,-0.01,14.26,1.2735,97.9677,1,0,-2.77780882108746,4.0,0.0
2006-08-15,625.0,0.07,-0.01,13.42,1.2788,97.8043,1,0,-3.63782892703521,8.0,0.0
2006-08-16,628.8,0.07,0.0,12.41,1.2864,97.3894,1,0,-4.282036618546485,4.0,0.0
2006-08-17,614.5,0.07,-0.02,12.24,1.287,97.3486,1,0,0.83682008368201,0.0,0.0
2006-08-18,615.0,0.07,-0.03,11.64,1.281,97.7577,1,0,2.5145405483815675,1.0,0.0
2006-08-21,627.8,0.07,-0.03,12.22,1.2914,97.3856,1,0,0.2053349622875523,4.0,0.0
2006-08-22,624.05,0.07,-0.05,12.19,1.2804,97.6079,1,0,-1.9106840354832384,3.0,0.0
2006-08-23,622.35,0.07,-0.05,12.4,1.2794,97.5731,1,0,-1.2238228624783298,0.0,0.0
2006-08-24,621.85,0.07,-0.07,12.4,1.276,97.7939,1,0,-3.68852459016394,0.0,0.0
2006-08-25,623.25,0.07,-0.07,12.31,1.2767,97.8827,1,0,-1.495489185236246,37.0,0.0
2006-08-28,614.05,0.07,-0.08,12.18,1.2784,97.8467,1,0,-0.4309994985758921,5.0,0.0
2006-08-29,612.75,0.07,-0.08,12.28,1.2768,97.7748,1,0,-2.4373768002587237,7.0,0.0
2006-08-30,619.75,0.07,-0.07,12.22,1.2825,97.5792,1,0,-3.832632774241344,3.0,0.0
2006-08-31,626.9,0.07,-0.05,12.31,1.2793,97.644,1,0,2.3252515702032834,0.0,0.0
2006-09-01,625.5,0.07,-0.04,11.96,1.2833,97.5084,1,0,-2.1640188722426705,3.0,0.0
2006-09-04,626.5,0.07,-0.04,11.96,1.2833,97.4981,1,0,0.2083762524182027,0.0,0.0
2006-09-05,638.6,0.07,-0.02,12.63,1.281,97.4392,1,0,0.158332158258027,0.0,0.0
2006-09-06,633.5,0.07,-0.02,13.74,1.2787,97.6087,1,0,-3.527245435101488,2.0,0.0
2006-09-07,616.7,0.07,-0.02,13.88,1.2757,97.8108,1,0,3.883820856780571,0.0,1.0
2006-09-08,610.8,0.07,-0.02,13.16,1.2673,98.2119,1,0,-2.3158268387191767,2.0,0.0
2006-09-11,591.75,0.07,-0.03,12.99,1.2699,98.3845,1,0,-3.7486960309873534,1.0,0.0
2006-09-12,587.75,0.07,-0.04,11.92,1.2693,98.2781,1,0,-0.324892307029444,2.0,0.0
2006-09-13,589.95,0.07,-0.03,11.18,1.2708,98.1775,1,0,-1.1182262739514903,0.0,0.0
2006-09-14,576.75,0.07,-0.04,11.55,1.2736,98.0088,1,0,-2.061855670103093,0.0,0.0
2006-09-15,579.85,0.07,-0.07,11.76,1.2648,98.2104,1,0,-1.364171536606316,3.0,0.0
2006-09-18,588.85,0.07,-0.07,11.78,1.2671,98.1332,1,0,1.1016858500489928,1.0,3.0
2006-09-19,575.65,0.07,-0.05,11.98,1.2683,98.1703,1,0,-1.8529467333055292,2.0,0.0
2006-09-20,576.6,0.07,-0.08,11.39,1.2701,98.1556,1,0,1.4556167981834345,0.0,2.0
2006-09-21,584.3,0.07,-0.06,12.25,1.273,97.9458,1,0,-1.3383590972028423,1.0,0.0
2006-09-22,588.3,0.07,-0.07,12.59,1.2796,97.8667,1,0,-0.3183765285986648,6.0,0.0
2006-09-25,586.7,0.07,-0.07,12.12,1.2747,97.9909,1,0,-0.3306483869153052,5.0,1.0
2006-09-26,591.7,0.07,-0.09,11.53,1.2687,98.0555,1,0,1.34280436637761,0.0,0.0
2006-09-27,600.4,0.07,-0.06,11.58,1.2699,98.0107,1,0,-1.9946141448438688,0.0,0.0
2006-09-28,602.9,0.07,-0.05,11.72,1.2697,98.0381,1,0,0.0784511331364203,2.0,0.0
2006-09-29,598.3,0.07,-0.07,11.98,1.2687,98.1054,1,0,-0.0637463212817639,4.0,0.0
2006-10-02,595.2,0.07,-0.04,12.57,1.2744,97.9247,1,0,-1.321847966018307,5.0,0.0
2006-10-03,574.7,0.07,-0.05,12.24,1.2727,98.1267,1,0,-0.1446822265720512,2.0,0.0
2006-10-04,566.6,0.07,-0.03,11.86,1.2687,98.3682,1,0,-2.043315216001264,5.0,0.0
2006-10-05,574.0,0.07,-0.04,11.98,1.2687,98.2776,1,0,-0.9622732999956956,0.0,0.0
2006-10-06,573.8,0.07,-0.04,11.56,1.26,98.5619,1,0,-0.7899567999559364,0.0,3.0
2006-10-09,576.7,0.07,-0.04,11.68,1.26,98.5702,1,0,-0.635920806449579,4.0,0.0
2006-10-10,573.0,0.07,-0.07,11.52,1.2541,98.9125,1,0,-3.787685530657423,7.0,0.0
2006-10-11,573.3,0.07,-0.07,11.62,1.2547,98.9146,1,0,-2.0480934437514815,2.0,0.0
2006-10-12,578.6,0.07,-0.06,11.09,1.2537,98.831,1,0,-2.106975359967516,4.0,0.0
2006-10-13,590.0,0.07,-0.06,10.75,1.2502,98.8002,1,0,0.7463302618552184,3.0,3.0
2006-10-16,596.0,0.07,-0.06,11.09,1.2518,98.71,1,0,-1.1603266742204907,5.0,0.0
2006-10-17,590.4,0.07,-0.05,11.73,1.2564,98.5354,1,0,-1.369507186236007,10.0,0.0
2006-10-18,589.9,0.07,-0.08,11.34,1.2516,98.6164,1,0,1.6293279022403253,0.0,0.0
2006-10-19,599.3,0.07,-0.06,10.9,1.2594,98.2897,1,0,0.0,0.0,0.0
2006-10-20,591.9,0.07,-0.08,10.63,1.2613,98.1629,1,0,-0.5008366306794432,3.0,0.0
2006-10-23,582.05,0.07,-0.07,11.08,1.2544,98.4483,1,0,-0.7103148936620776,2.0,0.0
2006-10-24,584.35,0.07,-0.08,10.78,1.2565,98.349,1,0,-2.0779046130455896,2.0,0.0
2006-10-25,591.65,0.07,-0.1,10.66,1.2591,98.2057,1,0,-1.6752312176985862,4.0,0.0
2006-10-26,596.55,0.07,-0.08,10.56,1.2669,97.8907,1,0,-3.164468206172617,2.0,0.0
2006-10-27,600.05,0.07,-0.08,10.8,1.2725,97.4914,1,0,-2.0328531520735584,4.0,0.0
2006-10-30,604.5,0.07,-0.1,11.2,1.2717,97.5672,1,0,-2.919661439926671,8.0,0.0
2006-10-31,606.6,0.07,-0.1,11.1,1.2773,97.3901,1,0,-5.378394887001936,17.0,0.0
2006-11-01,618.1,-0.07,-0.09,11.51,1.2771,97.4949,1,0,-0.8366275350046953,0.0,0.0
2006-11-02,623.6,-0.07,-0.07,11.42,1.278,97.6556,1,0,-1.8644872921622488,6.0,0.0
2006-11-03,628.0,-0.07,-0.1,11.16,1.2705,97.7209,1,0,-0.302411952348433,3.0,3.0
2006-11-06,623.1,-0.07,-0.11,11.16,1.2715,97.806,1,0,-1.108696098267381,4.0,0.0
2006-11-07,624.9,-0.07,-0.11,11.09,1.2806,97.4453,1,0,0.8268918930929385,2.0,0.0
2006-11-08,615.77,-0.07,-0.11,10.75,1.2775,97.58,1,0,-0.1485489410089961,1.0,0.0
2006-11-09,633.7,-0.07,-0.13,11.01,1.2835,97.5041,1,0,-0.7400497512437804,0.0,0.0
2006-11-10,628.7,-0.07,-0.14,10.79,1.2861,97.4638,1,0,1.1564568878178514,0.0,1.0
2006-11-13,626.1,-0.07,-0.15,10.86,1.281,97.7904,1,0,0.1204504560301517,5.0,0.0
2006-11-14,620.9,-0.07,-0.17,10.5,1.2812,97.7475,1,0,0.4447620106813071,0.0,0.0
2006-11-15,622.6,-0.07,-0.19,10.31,1.2808,97.8359,1,0,-0.663530814524976,2.0,0.0
2006-11-16,618.7,-0.07,-0.19,10.16,1.2808,97.8098,1,0,0.0,0.0,0.0
2006-11-17,622.0,-0.07,-0.15,10.05,1.2823,97.9855,1,0,-5.555439899780995,3.0,0.0
2006-11-20,622.7,-0.07,-0.16,9.97,1.281,98.0254,1,0,-1.0360998036142957,0.0,0.0
2006-11-21,627.0,-0.07,-0.17,9.9,1.2824,98.0215,1,0,-0.2366688030627754,2.0,2.0
2006-11-22,630.2,-0.07,-0.17,10.14,1.2928,97.5315,1,0,-2.853210265410609,0.0,0.0
2006-11-23,631.25,-0.07,-0.17,10.14,1.2928,97.5314,1,0,-1.937097748149792,0.0,0.0
2006-11-24,638.2,-0.07,-0.18,10.73,1.3081,97.0657,1,0,-0.7707744162720542,0.0,0.0
2006-11-27,641.3,-0.07,-0.17,12.3,1.312,96.9986,1,0,1.2904245132113494,1.0,0.0
2006-11-28,640.0,-0.07,-0.16,11.62,1.3162,96.8428,1,0,-0.28612303290415,0.0,0.0
2006-11-29,636.6,-0.07,-0.17,10.83,1.3146,96.8577,1,0,-2.15758921868235,2.0,0.0
2006-11-30,648.3,-0.07,-0.16,10.91,1.3261,96.5779,1,0,-1.2482425616609492,2.0,0.0
2006-12-01,645.8,-0.03,-0.09,11.66,1.3316,96.4585,1,0,-2.2983652697692936,1.0,0.0
2006-12-04,645.9,-0.03,-0.09,11.23,1.3327,96.4319,1,0,-0.7241069417410751,0.0,0.0
2006-12-05,643.95,-0.03,-0.07,11.27,1.3327,96.2082,1,0,-2.3097471962732423,0.0,0.0
2006-12-06,631.55,-0.03,-0.11,11.33,1.3307,96.2839,1,0,0.6121077618253825,4.0,0.0
2006-12-07,632.55,-0.03,-0.09,12.67,1.3296,96.3207,1,0,-1.0259305577083098,3.0,0.0
2006-12-08,625.15,-0.03,-0.12,12.07,1.3215,96.6123,1,0,1.7241567216139433,1.0,0.0
2006-12-11,630.45,-0.03,-0.15,10.71,1.3223,96.6646,1,0,-0.7426838154939591,0.0,0.0
2006-12-12,630.05,-0.03,-0.12,10.65,1.3233,96.7119,1,0,-2.521108391560116,3.0,0.0
2006-12-13,629.15,-0.03,-0.12,10.18,1.3215,96.7296,1,0,3.0106969954216933,0.0,0.0
2006-12-14,626.05,-0.03,-0.13,9.97,1.3174,96.7946,1,0,-3.4721215165273964,0.0,0.0
2006-12-15,615.25,-0.03,-0.13,10.05,1.3095,96.9857,1,0,0.5666953826151158,4.0,0.0
2006-12-18,615.95,-0.03,-0.11,10.6,1.3073,97.1559,1,0,-2.6239314790599657,1.0,0.0
