Date,Gold_Price,SAHMREALTIME,T10Y2Y,VIXCLS,DEXUSEU,DTWEXBGS,Disaster_Flag,Epidemic_Start_Flag,avg_tone,conflict_war_count,civil_unrest_protest_count
2012-05-04,1642.83,-0.03,1.64,19.16,1.3091,91.0497,1,0,-2.639094901959812,2.0,0.0
2012-05-07,1639.15,-0.03,1.65,18.94,1.3052,91.0747,1,0,-0.8906553568382382,3.0,0.0
2012-05-08,1605.0,-0.03,1.61,19.05,1.3015,91.4107,1,0,0.380073548027704,2.0,0.0
2012-05-09,1589.34,-0.03,1.6,20.08,1.2954,91.7632,1,0,-5.2283487776570245,2.0,0.0
2012-05-10,1593.66,-0.03,1.62,18.83,1.2959,91.7077,1,0,-11.64544626906884,5.0,0.0
2012-05-11,1580.05,-0.03,1.57,19.89,1.2937,91.7306,1,0,-6.046195622627604,7.0,0.0
2012-05-14,1556.85,-0.03,1.49,21.87,1.2847,92.2491,1,0,-5.216712794116381,2.0,0.0
2012-05-15,1544.45,-0.03,1.47,21.97,1.2769,92.5235,1,0,0.1813768279978575,1.0,0.0
2012-05-16,1540.05,-0.03,1.46,22.27,1.273,92.903,1,0,-1.17801679081598,0.0,1.0
2012-05-17,1574.0,-0.03,1.38,24.49,1.2709,92.9632,1,0,0.0,0.0,0.0
2012-05-18,1593.09,-0.03,1.39,25.1,1.2721,93.1395,1,0,-2.7036328492930024,5.0,0.0
2012-05-21,1592.65,-0.03,1.45,22.01,1.2769,93.0945,1,0,-2.263942647219644,7.0,0.0
2012-05-22,1568.95,-0.03,1.49,22.48,1.2735,93.1113,1,0,-2.4533484851627207,6.0,0.0
2012-05-23,1562.0,-0.03,1.45,22.33,1.2569,93.8855,1,0,0.03446102503412,0.0,0.0
2012-05-24,1559.0,-0.03,1.48,21.54,1.2583,93.8027,1,0,0.0,0.0,0.0
2012-05-25,1573.45,-0.03,1.45,21.76,1.2518,93.9488,1,0,-1.2350250099524076,1.0,0.0
2012-05-28,1573.33,-0.03,1.45,21.76,1.2518,93.9488,1,0,-2.0385507410700274,5.0,0.0
2012-05-29,1555.75,-0.03,1.44,21.03,1.2488,93.875,1,0,-4.943062684861964,1.0,0.0
2012-05-30,1562.45,-0.03,1.36,24.14,1.2405,94.302,1,0,-5.549414163698233,9.0,0.0
2012-05-31,1560.7,-0.03,1.32,24.06,1.2364,94.6856,1,0,8.329165103580506,0.0,0.0
2012-06-01,1626.25,0.0,1.22,26.66,1.242,94.6979,1,0,-0.1250727347650433,1.0,0.0
2012-06-04,1618.4,0.0,1.28,26.12,1.2495,94.5184,1,0,0.3628253171121866,0.0,0.0
2012-06-05,1617.1,0.0,1.32,24.68,1.2437,94.6184,1,0,6.93481276005547,0.0,0.0
2012-06-06,1620.4,0.0,1.4,22.16,1.2535,94.0362,1,0,-0.1157807423792047,0.0,0.0
2012-06-07,1589.0,0.0,1.39,21.72,1.2568,93.774,1,0,1.06382978723404,0.0,0.0
2012-06-08,1594.45,0.0,1.37,21.23,1.2482,94.2024,1,0,-5.543917326173243,7.0,0.0
2012-06-11,1596.45,0.0,1.33,23.56,1.2504,94.0369,1,0,0.4100157723545277,0.0,0.0
2012-06-12,1610.05,0.0,1.37,22.09,1.2477,94.0693,1,0,0.7221749945809934,3.0,0.0
2012-06-13,1618.35,0.0,1.31,24.27,1.2596,93.8309,1,0,-1.3117548372249552,0.0,0.0
2012-06-14,1623.32,0.0,1.34,21.68,1.2608,93.8152,1,0,0.0,0.0,0.0
2012-06-15,1626.76,0.0,1.31,21.11,1.2633,93.5203,1,0,0.5869070247652513,0.0,0.0
2012-06-18,1628.4,0.0,1.3,18.32,1.2578,93.6431,1,0,0.1548458512295489,0.0,1.0
2012-06-19,1618.07,0.0,1.34,18.38,1.2692,93.0524,1,0,1.162925138887855,0.0,0.0
2012-06-20,1605.9,0.0,1.33,17.24,1.2703,93.1602,1,0,-3.69582267790675,0.0,0.0
2012-06-21,1565.3,0.0,1.31,20.08,1.2586,93.6378,1,0,-1.9912488233540984,1.0,0.0
2012-06-22,1572.15,0.0,1.38,18.11,1.2545,93.9205,1,0,-3.024283646965901,3.0,0.0
2012-06-25,1584.6,0.0,1.32,20.38,1.248,94.1757,1,0,-2.2445330784689363,2.0,0.0
2012-06-26,1572.15,0.0,1.35,19.72,1.2471,93.9859,1,0,-3.3849530610121192,0.0,0.0
2012-06-27,1574.3,0.0,1.34,19.45,1.2457,93.8728,1,0,3.86266094420601,0.0,0.0
2012-06-28,1551.9,0.0,1.29,19.71,1.2433,94.0203,1,0,2.76280323450135,0.0,0.0
2012-06-29,1598.6,0.0,1.34,17.08,1.2668,92.9096,1,0,-1.08695652173913,0.0,0.0
2012-07-02,1596.35,0.0,1.31,16.8,1.2584,92.951,1,0,-2.2576492899234375,2.0,0.0
2012-07-03,1616.65,0.0,1.35,16.66,1.262,92.6508,1,0,1.0801951293860323,1.0,0.0
2012-07-04,1615.63,0.0,1.35,16.66,1.262,92.6508,1,0,0.372252437249055,0.0,0.0
2012-07-05,1604.75,0.0,1.34,17.5,1.2384,93.2211,1,0,2.06568890725057,0.0,0.0
2012-07-06,1582.9,0.0,1.3,17.1,1.2283,93.7087,1,0,-4.411577913667909,1.0,0.0
2012-07-09,1587.15,0.0,1.26,17.98,1.2299,93.6974,1,0,1.03800747613542,0.0,0.0
2012-07-10,1566.5,0.0,1.26,18.72,1.2255,93.5552,1,0,-2.4432341360322365,4.0,0.0
2012-07-11,1576.9,0.0,1.27,17.95,1.2244,93.5981,1,0,0.3577210638072849,0.0,0.0
2012-07-12,1572.4,0.0,1.25,18.33,1.2199,93.9298,1,0,0.1909739855695766,0.0,0.0
2012-07-13,1589.05,0.0,1.27,16.74,1.2232,93.5515,1,0,-2.35578120605779,0.0,0.0
2012-07-16,1589.35,0.0,1.26,17.11,1.2267,93.3746,1,0,-1.983529152898071,1.0,0.0
2012-07-17,1582.75,0.0,1.28,16.48,1.2234,93.3479,1,0,2.276055935991116,0.0,0.0
2012-07-18,1573.8,0.0,1.3,16.16,1.2261,93.0973,1,0,3.86266094420601,0.0,0.0
2012-07-19,1582.05,0.0,1.32,15.45,1.2257,93.0438,1,0,3.86266094420601,0.0,0.0
2012-07-20,1583.63,0.0,1.27,16.27,1.2176,93.3653,1,0,-2.1315547855558368,0.0,0.0
2012-07-23,1576.9,0.0,1.25,18.62,1.2126,93.9297,1,0,-0.5604495351593133,4.0,0.0
2012-07-24,1580.5,0.0,1.22,20.47,1.2062,94.2635,1,0,-0.3902307050608111,2.0,0.0
2012-07-25,1605.38,0.0,1.21,19.34,1.2132,94.0564,1,0,-1.1042873455828963,0.0,0.0
2012-07-26,1616.2,0.0,1.22,17.53,1.228,93.3595,1,0,0.0,0.0,0.0
2012-07-27,1623.28,0.0,1.33,16.7,1.237,92.9333,1,0,-3.0689279360143136,0.0,0.0
2012-07-30,1621.1,0.0,1.3,18.03,1.225,93.0524,1,0,0.4477396885578571,2.0,0.0
2012-07-31,1613.9,0.0,1.28,18.93,1.2315,92.8422,1,0,-1.681817220224244,0.0,0.0
2012-08-01,1599.2,0.03,1.32,18.96,1.2299,92.8905,1,0,-3.56435643564357,0.0,0.0
2012-08-02,1590.35,0.03,1.27,17.57,1.2149,93.4269,1,0,-2.645926024304405,1.0,0.0
2012-08-03,1604.3,0.03,1.36,15.64,1.239,92.6048,1,0,2.216686171567196,0.0,0.0
2012-08-06,1611.0,0.03,1.35,15.95,1.2422,92.4339,1,0,-1.6551530544763384,0.0,0.0
2012-08-07,1611.18,0.03,1.39,15.99,1.2422,92.5128,1,0,-1.6949213586473295,3.0,0.0
2012-08-08,1611.9,0.03,1.39,15.32,1.2364,92.5407,1,0,-2.2323165260149453,0.0,0.0
2012-08-09,1617.7,0.03,1.4,15.28,1.2278,92.6057,1,0,1.0205641906739886,1.0,0.0
2012-08-10,1620.05,0.03,1.38,14.74,1.2298,92.5129,1,0,1.8233845716906156,0.0,0.0
2012-08-13,1610.15,0.03,1.38,13.7,1.2339,92.5955,1,0,-1.2414089079832007,0.0,1.0
2012-08-14,1598.65,0.03,1.46,14.85,1.2329,92.6152,1,0,-3.6680385835682543,0.0,0.0
2012-08-15,1603.38,0.03,1.53,14.63,1.2288,92.6838,1,0,-0.2388503337269949,0.0,0.0
2012-08-16,1614.8,0.03,1.54,14.29,1.2356,92.5737,1,0,3.6144578313253,0.0,0.0
2012-08-17,1615.8,0.03,1.52,13.45,1.2315,92.711,1,0,-1.3362004572323771,0.0,0.0
2012-08-20,1620.7,0.03,1.53,14.02,1.2343,92.6263,1,0,-3.1068046651295265,6.0,0.0
2012-08-21,1638.5,0.03,1.49,15.02,1.2472,92.3053,1,0,2.24850013326849,0.0,0.0
2012-08-22,1654.0,0.03,1.45,15.11,1.2472,92.4362,1,0,3.3455510603548686,0.0,0.0
2012-08-23,1670.65,0.03,1.42,15.96,1.2583,92.1057,1,0,1.995123221332317,0.0,0.0
2012-08-24,1670.35,0.03,1.4,15.18,1.2533,92.2785,1,0,-0.5060455635379748,6.0,0.0
2012-08-27,1664.1,0.03,1.37,16.35,1.2514,92.3135,1,0,-3.049350286251176,4.0,0.0
2012-08-28,1667.03,0.03,1.37,16.49,1.2564,92.2033,1,0,0.9625094192063952,2.0,0.0
2012-08-29,1656.55,0.03,1.39,17.06,1.2538,92.3823,1,0,-2.45535153600764,0.0,0.0
2012-08-30,1656.15,0.03,1.36,17.83,1.2497,92.6239,1,0,-3.638386561049288,6.0,0.0
2012-08-31,1691.15,0.03,1.35,17.47,1.2578,92.1677,1,0,-2.8153037735333624,5.0,0.0
2012-09-03,1692.4,0.03,1.35,17.47,1.2578,92.1677,1,0,-0.4106363878710203,0.0,0.0
2012-09-04,1696.4,0.03,1.36,17.98,1.2566,92.1582,1,0,1.512203666050938,2.0,0.0
2012-09-05,1693.65,0.03,1.35,17.74,1.2603,92.1262,1,0,1.90114068441065,0.0,0.0
2012-09-06,1701.65,0.03,1.41,15.6,1.2626,91.8973,1,0,1.152444607554207,2.0,0.0
2012-09-07,1736.5,0.03,1.42,14.38,1.2796,91.3469,1,0,-0.607596550357761,0.0,0.0
2012-09-10,1725.8,0.03,1.43,16.28,1.2795,91.3102,1,0,1.4592498699147989,0.0,0.0
2012-09-11,1731.75,0.03,1.45,16.41,1.2858,91.0575,1,0,1.3943849368745274,0.0,0.0
2012-09-12,1731.5,0.03,1.52,15.8,1.2894,91.0477,1,0,-2.16928341086233,0.0,0.0
2012-09-13,1766.9,0.03,1.51,14.05,1.2912,90.9632,1,0,-2.304766890760293,0.0,0.0
2012-09-14,1772.48,0.03,1.61,14.51,1.3142,90.1436,1,0,2.86591606960082,0.0,0.0
2012-09-17,1761.45,0.03,1.6,14.59,1.3125,90.2837,1,0,-0.0205511973136323,2.0,0.0
2012-09-18,1770.95,0.03,1.57,14.18,1.3051,90.5029,1,0,1.086011304794655,0.0,0.0
2012-09-19,1769.8,0.03,1.52,13.88,1.3065,90.4646,1,0,0.87591240875912,1.0,0.0
2012-09-20,1766.7,0.03,1.53,14.07,1.2948,90.7631,1,0,2.4495460284199675,0.0,0.0
2012-09-21,1773.05,0.03,1.5,13.98,1.299,90.5342,1,0,0.125223934489121,0.0,0.0
2012-09-24,1764.15,0.03,1.47,14.15,1.2909,90.8263,1,0,0.4936958000829012,3.0,0.0
2012-09-25,1760.65,0.03,1.43,15.43,1.2945,90.6074,1,0,-1.2287359878308024,0.0,0.0
2012-09-26,1752.2,0.03,1.38,16.81,1.2852,91.0028,1,0,0.0,0.0,0.0
2012-09-27,1777.9,0.03,1.41,14.84,1.2874,90.7538,1,0,-3.38582677165354,0.0,0.0
2012-09-28,1771.22,0.03,1.42,15.73,1.2856,90.8342,1,0,-0.9670958581740086,1.0,1.0
2012-10-01,1774.4,-0.13,1.39,16.32,1.29,90.7011,1,0,-1.921284845219874,4.0,0.0
2012-10-02,1778.0,-0.13,1.41,15.71,1.2951,90.644,1,0,-2.4219479814428087,5.0,0.0
2012-10-03,1779.15,-0.13,1.41,15.43,1.2909,90.8726,1,0,-0.6367368857671974,3.0,0.0
2012-10-04,1790.55,-0.13,1.47,14.55,1.3001,90.4932,1,0,3.889717881905312,0.0,0.0
2012-10-05,1780.98,-0.13,1.48,14.33,1.3059,90.2851,1,0,-1.7887496719633702,0.0,0.0
2012-10-08,1774.9,-0.13,1.48,15.11,1.3059,90.2851,1,0,0.5085755573253787,1.0,0.0
2012-10-09,1764.15,-0.13,1.49,16.37,1.2876,90.8703,1,0,-0.41008314286661,0.0,0.0
2012-10-10,1762.55,-0.13,1.45,16.29,1.2888,90.883,1,0,0.7920976609821999,0.0,0.0
2012-10-11,1768.8,-0.13,1.42,15.59,1.2928,90.7437,1,0,0.0,0.0,0.0
2012-10-12,1754.25,-0.13,1.42,16.14,1.2946,90.6833,1,0,-1.2930078582392794,0.0,0.0
2012-10-15,1736.1,-0.13,1.43,15.27,1.295,90.6409,1,0,3.115790905844287,4.0,2.0
2012-10-16,1747.8,-0.13,1.48,15.22,1.3036,90.5583,1,0,-0.2089086417621612,0.0,0.0
2012-10-17,1750.3,-0.13,1.53,15.07,1.3133,90.2309,1,0,-1.8800003931513036,0.0,3.0
2012-10-18,1741.7,-0.13,1.57,15.03,1.3106,90.3804,1,0,-4.480023880602768,0.0,1.0
2012-10-19,1720.9,-0.13,1.49,17.06,1.3022,90.8107,1,0,0.6104622538051742,0.0,3.0
2012-10-22,1729.45,-0.13,1.51,16.62,1.3063,90.7911,1,0,0.2368577442570252,0.0,0.0
2012-10-23,1708.7,-0.13,1.5,18.83,1.2971,91.0945,1,0,-3.448256482792891,7.0,1.0
2012-10-24,1702.43,-0.13,1.51,18.33,1.2946,91.1275,1,0,1.5651265534734555,0.0,0.0
2012-10-25,1711.8,-0.13,1.55,18.12,1.2958,91.02,1,0,0.6270242895090112,1.0,0.0
2012-10-26,1711.35,-0.13,1.48,17.81,1.2938,91.1411,1,0,2.147545229970226,0.0,0.0
2012-10-29,1709.85,-0.13,1.44,17.81,1.2906,91.1411,1,0,0.0699605239596787,3.0,0.0
2012-10-30,1709.49,-0.13,1.44,17.81,1.2979,91.1411,1,0,-1.6755359544244746,3.0,0.0
2012-10-31,1720.55,-0.13,1.42,18.6,1.2958,91.1609,1,0,-8.03457634234477,2.0,0.0
2012-11-01,1714.7,-0.13,1.45,16.69,1.2937,91.1217,1,0,-3.2208609417762304,3.0,0.0
2012-11-02,1677.85,-0.13,1.47,17.59,1.2848,91.281,1,0,-2.570567211520223,2.0,0.0
2012-11-05,1684.6,-0.13,1.44,18.42,1.279,91.4778,1,0,-0.638211219765049,3.0,0.0
2012-11-06,1715.95,-0.13,1.48,17.58,1.2818,91.2908,1,0,2.2541621116704573,1.0,0.0
2012-11-07,1716.69,-0.13,1.41,19.08,1.2759,91.4514,1,0,-0.2198346298559766,0.0,0.0
2012-11-08,1730.99,-0.13,1.35,18.49,1.274,91.5375,1,0,-1.7956732573218472,3.0,0.0
2012-11-09,1731.24,-0.13,1.34,18.61,1.2715,91.6871,1,0,-1.5072453693114607,0.0,1.0
2012-11-12,1728.35,-0.13,1.34,16.68,1.2715,91.6871,1,0,0.4798582823345666,0.0,0.0
2012-11-13,1725.5,-0.13,1.32,16.65,1.2716,91.7356,1,0,-3.6653208787382976,2.0,0.0
2012-11-14,1726.45,-0.13,1.34,17.92,1.274,91.7942,1,0,-2.38095238095238,0.0,0.0
2012-11-15,1715.8,-0.13,1.34,17.99,1.2783,91.8837,1,0,1.4221865852213351,0.0,0.0
2012-11-16,1713.7,-0.13,1.34,16.41,1.2715,92.0095,1,0,-0.969820900731066,12.0,1.0
2012-11-19,1731.94,-0.13,1.36,15.24,1.2806,91.5653,1,0,1.8041237113402,0.0,0.0
2012-11-20,1728.65,-0.13,1.39,15.08,1.2814,91.556,1,0,-1.8156154199082009,3.0,0.0
2012-11-21,1729.11,-0.13,1.42,15.31,1.2816,91.6645,1,0,3.94511149228131,0.0,0.0
2012-11-22,1729.55,-0.13,1.42,15.31,1.2816,91.6645,1,0,0.2365806738435798,1.0,0.0
2012-11-23,1753.0,-0.13,1.41,15.14,1.2959,91.2616,1,0,5.652778345667905,1.0,0.0
2012-11-26,1749.1,-0.13,1.39,15.5,1.2966,91.2789,1,0,-3.364583937781056,5.0,0.0
2012-11-27,1742.05,-0.13,1.37,15.92,1.294,91.2608,1,0,-2.8051941584109334,1.0,0.0
2012-11-28,1719.69,-0.13,1.36,15.51,1.2923,91.33,1,0,0.1321257536861617,0.0,0.0
2012-11-29,1725.4,-0.13,1.37,15.06,1.2953,91.2104,1,0,-2.5474980859340066,0.0,0.0
2012-11-30,1714.8,-0.13,1.37,15.87,1.301,91.1038,1,0,-2.418785787682931,8.0,0.0
2012-12-03,1715.25,-0.13,1.38,16.64,1.3066,91.0084,1,0,-0.3127433547313325,4.0,0.0
2012-12-04,1697.35,-0.13,1.37,17.12,1.3081,90.9748,1,0,-6.043559162514125,0.0,0.0
2012-12-05,1693.99,-0.13,1.35,16.46,1.3077,90.9423,1,0,-3.3917021490228048,0.0,0.0
2012-12-06,1699.14,-0.13,1.34,16.58,1.2968,91.0629,1,0,0.4872770667657482,0.0,0.0
2012-12-07,1703.65,-0.13,1.39,15.9,1.2942,91.0437,1,0,3.752851987596168,2.0,0.0
2012-12-10,1710.25,-0.13,1.39,16.05,1.293,90.9631,1,0,-3.6605400420082623,5.0,0.0
2012-12-11,1710.1,-0.13,1.42,15.57,1.2992,90.8403,1,0,0.0202852543128992,1.0,0.0
2012-12-12,1711.95,-0.13,1.47,15.95,1.3038,90.7708,1,0,-2.9092983456931,0.0,0.0
2012-12-13,1697.3,-0.13,1.47,16.56,1.3077,90.776,1,0,-0.7349850121062818,2.0,0.0
2012-12-14,1695.47,-0.13,1.48,17.0,1.3134,90.7156,1,0,-0.4238645402062944,5.0,0.0
2012-12-17,1697.93,-0.13,1.53,16.34,1.3169,90.6193,1,0,0.9529779039224476,0.0,0.0
2012-12-18,1670.15,-0.13,1.56,15.57,1.3224,90.5161,1,0,-0.5136824894596991,2.0,2.0
2012-12-19,1666.94,-0.13,1.54,17.36,1.326,90.4896,1,0,-1.9911727848316336,0.0,0.0
2012-12-20,1647.75,-0.13,1.53,17.67,1.3224,90.6002,1,0,0.0,0.0,0.0
2012-12-21,1656.99,-0.13,1.51,17.84,1.3166,90.9597,1,0,-2.529702126080788,6.0,0.0
2012-12-24,1657.48,-0.13,1.53,17.84,1.3179,91.0354,1,0,-2.3073352490141903,0.0,1.0
2012-12-25,1658.9,-0.13,1.53,17.84,1.3179,91.0354,1,0,-1.0839374494486382,0.0,0.0
2012-12-26,1660.14,-0.13,1.51,19.48,1.3228,91.0606,1,0,-3.259252844645974,0.0,2.0
2012-12-27,1663.9,-0.13,1.48,19.47,1.3228,91.1037,1,0,-1.57170923379174,0.0,0.0
2012-12-28,1655.4,-0.13,1.46,22.72,1.322,91.0419,1,0,-2.0442186877277817,0.0,0.0
2012-12-31,1674.95,-0.13,1.53,18.02,1.3186,91.0834,1,0,0.4148308911652685,0.0,0.0
2013-01-01,1675.15,0.0,1.53,18.02,1.3186,91.0834,1,1,-1.6501714206713718,0.0,0.0
2013-01-02,1686.75,0.0,1.59,14.68,1.3195,90.6941,1,0,-1.33963750985027,0.0,0.0
2013-01-03,1663.35,0.0,1.65,14.56,1.311,90.8097,1,0,6.770928881550788,0.0,0.0
2013-01-04,1656.85,0.0,1.66,13.83,1.3047,91.1025,1,0,-3.4149469218437414,2.0,1.0
2013-01-07,1647.25,0.0,1.65,13.79,1.3099,90.9852,1,0,-3.8513812721800234,7.0,0.0
2013-01-08,1659.0,0.0,1.64,13.62,1.3068,91.057,1,0,-3.8579229896111658,0.0,0.0
2013-01-09,1657.9,0.0,1.64,13.81,1.3078,91.0088,1,0,-0.6409954032446976,1.0,0.0
2013-01-10,1675.25,0.0,1.65,13.49,1.322,90.6425,1,0,-0.4707472267582663,0.0,0.0
2013-01-11,1663.05,0.0,1.63,13.36,1.3353,90.5352,1,0,1.8514047730190095,0.0,0.0
2013-01-14,1667.2,0.0,1.63,13.52,1.3369,90.4935,1,0,2.16554294594806,2.0,0.0
2013-01-15,1678.9,0.0,1.6,13.55,1.3342,90.5191,1,0,2.597437663622438,0.0,0.0
2013-01-16,1679.5,0.0,1.58,13.42,1.3305,90.596,1,0,-3.1910765703071577,2.0,0.0
2013-01-17,1687.64,0.0,1.61,13.57,1.3356,90.5401,1,0,-3.56083086053413,1.0,0.0
2013-01-18,1683.95,0.0,1.61,12.46,1.3303,90.8697,1,0,-5.994867148892862,4.0,0.0
2013-01-21,1690.05,0.0,1.61,12.46,1.3303,90.8697,1,0,-0.364070432184252,5.0,0.0
2013-01-22,1692.1,0.0,1.6,12.43,1.3304,90.7892,1,0,-0.9989372447424268,5.0,0.0
2013-01-23,1685.75,0.0,1.6,12.46,1.3308,90.8376,1,0,-0.6347764822031305,6.0,0.0
2013-01-24,1667.74,0.0,1.65,12.69,1.3378,90.9112,1,0,1.3414357328894408,5.0,0.0
2013-01-25,1658.69,0.0,1.7,12.89,1.3456,91.0868,1,0,-0.725003744413621,4.0,0.0
2013-01-28,1654.95,0.0,1.71,13.57,1.3459,91.2354,1,0,3.148124475109109,1.0,0.0
2013-01-29,1663.85,0.0,1.73,13.31,1.3484,90.9406,1,0,-0.649531161479315,2.0,0.0
2013-01-30,1677.1,0.0,1.76,14.32,1.3564,90.8836,1,0,1.0382775119617236,0.0,0.0
2013-01-31,1663.6,0.0,1.75,14.28,1.3584,90.798,1,0,0.527074147719085,1.0,0.0
2013-02-01,1667.15,-0.03,1.77,12.9,1.3692,90.6923,1,0,-2.50737463126844,3.0,0.0
2013-02-04,1674.4,-0.03,1.75,14.67,1.3527,90.9774,1,0,-2.2954103331107447,0.0,0.0
2013-02-05,1673.0,-0.03,1.77,13.72,1.3569,90.881,1,0,-0.3246796763279791,0.0,0.0
2013-02-06,1677.49,-0.03,1.73,13.41,1.3528,91.0176,1,0,-3.04292500500414,1.0,0.0
2013-02-07,1671.3,-0.03,1.74,13.5,1.3382,91.2912,1,0,3.91156462585034,0.0,0.0
2013-02-08,1667.5,-0.03,1.74,13.02,1.3366,91.3056,1,0,1.2518760454898108,0.0,0.0
2013-02-11,1649.74,-0.03,1.72,12.94,1.3414,91.4451,1,0,-1.00015784759854,3.0,0.0
2013-02-12,1650.8,-0.03,1.73,12.64,1.345,91.2779,1,0,1.322388701995084,3.0,0.0
2013-02-13,1642.74,-0.03,1.76,12.98,1.3448,91.2709,1,0,-2.07777041123553,0.0,0.0
2013-02-14,1634.85,-0.03,1.73,12.66,1.3334,91.366,1,0,-1.29645635263612,0.0,0.0
2013-02-15,1609.44,-0.03,1.72,12.46,1.3362,91.4551,1,0,1.6225966409545147,0.0,0.0
2013-02-18,1610.05,-0.03,1.72,12.46,1.3362,91.4551,1,0,-1.2646737231140008,5.0,0.0
2013-02-19,1604.6,-0.03,1.74,12.31,1.3387,91.5073,1,0,-1.899488399020316,5.0,4.0
2013-02-20,1562.9,-0.03,1.75,14.68,1.335,91.6689,1,0,-4.340700542392293,8.0,1.0
2013-02-21,1576.05,-0.03,1.73,15.22,1.3204,92.0394,1,0,0.0,0.0,0.0
2013-02-22,1580.7,-0.03,1.7,14.17,1.3166,92.1197,1,0,-0.963928792102502,0.0,0.0
2013-02-25,1594.24,-0.03,1.63,18.99,1.3172,92.1975,1,0,-4.19111433314268,2.0,0.0
2013-02-26,1613.49,-0.03,1.63,16.87,1.3054,92.4247,1,0,-0.0050072426438227,0.0,0.0
2013-02-27,1597.6,-0.03,1.64,14.73,1.3104,92.234,1,0,-11.8367346938776,4.0,0.0
2013-02-28,1580.14,-0.03,1.64,15.51,1.3079,92.295,1,0,-9.31372549019605,1.0,0.0
2013-03-01,1575.24,-0.07,1.61,15.36,1.2988,92.6177,1,0,0.39090649601407,1.0,1.0
2013-03-04,1573.95,-0.07,1.64,14.01,1.2996,92.6316,1,0,-0.7853432632838373,3.0,0.0
2013-03-05,1575.44,-0.07,1.65,13.48,1.3019,92.4965,1,0,2.744267418797006,0.0,0.0
2013-03-06,1583.69,-0.07,1.7,13.53,1.299,92.4965,1,0,-2.88214101904271,0.0,0.0
2013-03-07,1578.9,-0.07,1.75,13.06,1.3098,92.5462,1,0,5.20231213872832,0.0,0.0
2013-03-08,1578.35,-0.07,1.79,12.59,1.2992,92.6252,1,0,2.279633526396722,0.0,0.0
2013-03-11,1581.0,-0.07,1.8,11.56,1.3014,92.5351,1,0,-3.08376737943086,0.0,0.0
2013-03-12,1592.7,-0.07,1.76,12.27,1.3023,92.3853,1,0,0.241021102216532,0.0,0.0
2013-03-13,1587.8,-0.07,1.77,11.83,1.2949,92.4709,1,0,3.33333333333334,0.0,0.0
2013-03-14,1590.3,-0.07,1.77,11.3,1.2974,92.4695,1,0,0.3539666259285942,0.0,1.0
2013-03-15,1592.45,-0.07,1.76,11.3,1.3076,92.128,1,0,-0.1724702423008324,1.0,0.0
2013-03-18,1605.3,-0.07,1.7,13.36,1.2956,92.3377,1,0,1.1816851627630267,0.0,0.0
2013-03-19,1613.4,-0.07,1.68,14.39,1.2888,92.526,1,0,1.1310930255962215,0.0,0.0
2013-03-20,1606.5,-0.07,1.7,12.67,1.295,92.4141,1,0,-3.30621282949715,0.0,0.0
2013-03-21,1614.7,-0.07,1.68,13.99,1.2928,92.3322,1,0,0.9892215164160983,0.0,0.0
2013-03-22,1608.45,-0.07,1.67,13.57,1.2996,92.2051,1,0,-1.8325622608451575,0.0,1.0
2013-03-25,1605.4,-0.07,1.69,13.74,1.2881,92.3081,1,0,0.7463893485783057,0.0,0.0
2013-03-26,1599.2,-0.07,1.67,12.77,1.2858,92.232,1,0,0.2187958779294227,4.0,2.0
2013-03-27,1605.4,-0.07,1.62,13.15,1.2782,92.446,1,0,1.1173194681174217,0.0,0.0
2013-03-28,1596.74,-0.07,1.62,12.7,1.2842,92.2544,1,0,4.816246818088352,0.0,0.0
2013-04-01,1598.9,-0.13,1.63,13.58,1.2857,92.1687,1,0,-1.256442389024927,4.0,0.0
2013-04-02,1575.85,-0.13,1.63,12.78,1.2836,92.1432,1,0,0.1435510319277713,1.0,2.0
2013-04-03,1557.85,-0.13,1.59,14.21,1.2847,92.104,1,0,-0.9718549733475914,7.0,0.0
2013-04-04,1553.32,-0.13,1.56,13.89,1.2854,92.3896,1,0,-2.8465589749636404,4.0,0.0
2013-04-05,1582.0,-0.13,1.48,13.92,1.3027,92.1043,1,0,-0.4382847028253622,15.0,0.0
2013-04-08,1573.7,-0.13,1.52,13.19,1.3008,92.2317,1,0,1.0591345159102694,4.0,0.0
2013-04-09,1585.2,-0.13,1.54,12.84,1.3092,91.9669,1,0,1.6851413369092485,0.0,2.0
2013-04-10,1558.75,-0.13,1.6,12.36,1.306,91.9598,1,0,0.0,0.0,0.0
2013-04-11,1561.35,-0.13,1.58,12.24,1.3124,91.6972,1,0,-2.29363350278383,0.0,0.0
2013-04-12,1478.85,-0.13,1.53,12.06,1.3094,91.7967,1,0,-1.7041441957569354,0.0,0.0
2013-04-15,1353.25,-0.13,1.5,17.27,1.3082,91.9457,1,0,-3.3907523418415075,2.0,0.0
2013-04-16,1368.9,-0.13,1.51,13.96,1.3141,91.8451,1,0,-0.391591411651285,0.0,0.0
2013-04-17,1377.0,-0.13,1.49,16.51,1.3049,92.1372,1,0,-1.2743817740968797,2.0,0.0
2013-04-18,1391.25,-0.13,1.48,17.56,1.3072,92.176,1,0,-1.175674368871377,0.0,0.0
2013-04-19,1404.35,-0.13,1.49,14.97,1.3066,92.2166,1,0,-3.704449280127764,3.0,0.0
2013-04-22,1426.25,-0.13,1.48,14.39,1.305,92.3591,1,0,-1.4694486808576626,5.0,0.0
