window_months,start_date,end_date,length_months,avg_corr,max_corr,min_corr
3,2015-09-01,2016-07-01,11,inf,inf,-0.9997841471946827
3,2016-07-01,2017-02-01,8,0.3620987987995432,0.9730595150193225,-0.7422914418034031
3,2017-02-01,2017-05-01,4,-0.8343539441211518,-0.7760843998692968,-0.8926234883730069
3,2017-06-01,2017-08-01,3,0.8768671158017944,0.8768671158017944,0.8768671158017944
3,2017-09-01,2018-02-01,6,0.37918981461210066,0.999948811022257,-0.931924752533841
3,2018-02-01,2018-05-01,4,-0.13014130942416907,0.5259012952770726,-0.7861839141254108
3,2018-05-01,2018-08-01,4,-0.9604780855763695,-0.9216447382509143,-0.9993114329018246
3,2018-09-01,2019-03-01,7,inf,inf,0.954355840417015
4,2000-01-01,2000-04-01,4,0.709045257135158,0.709045257135158,0.709045257135158
4,2000-05-01,2000-12-01,8,0.243919961411628,0.8537839801980506,-0.5868178012835427
4,2000-11-01,2001-07-01,9,-0.0321666884961486,0.7813403442718265,-0.8786194952281144
4,2001-06-01,2001-10-01,5,0.891243860017104,0.9298755602867951,0.8526121597474129
4,2001-09-01,2001-12-01,4,-0.9068129669137314,-0.9068129669137314,-0.9068129669137314
4,2001-12-01,2002-04-01,5,-0.8307988721790858,-0.8030505727480903,-0.8585471716100811
4,2002-03-01,2002-06-01,4,0.6973052783150449,0.6973052783150449,0.6973052783150449
4,2002-05-01,2002-08-01,4,0.722531783222675,0.722531783222675,0.722531783222675
4,2002-07-01,2003-02-01,8,-0.7503191787663903,-0.5844702796162395,-0.9736699254713174
4,2003-01-01,2003-07-01,7,0.7966910716781457,0.946493838983221,0.5939863788542441
4,2003-06-01,2004-02-01,9,-0.8957644517526889,-0.7269795812531258,-0.9772414437206084
4,2004-05-01,2004-12-01,8,0.12211806891343302,0.8894309137112735,-0.9064459142192379
4,2004-11-01,2005-02-01,4,0.577008438556117,0.577008438556117,0.577008438556117
4,2005-04-01,2006-04-01,13,0.14666348391323702,0.9957269269550705,-0.993425392357758
4,2006-07-01,2006-10-01,4,0.5935231132073072,0.5935231132073072,0.5935231132073072
4,2006-10-01,2007-02-01,5,0.5603153484542884,0.6156512295750414,0.5049794673335354
4,2007-01-01,2007-04-01,4,-0.6549081696969026,-0.6549081696969026,-0.6549081696969026
4,2007-03-01,2007-06-01,4,-0.9099320609556171,-0.9099320609556171,-0.9099320609556171
4,2007-06-01,2008-03-01,10,0.8306597106094927,0.9736349700877757,0.6492772414678344
4,2008-02-01,2008-06-01,5,-0.7676253078726447,-0.7188710198258447,-0.8163795959194449
4,2008-06-01,2008-11-01,6,-0.8266957644600957,-0.6852073253463665,-0.9578779925825474
4,2008-10-01,2009-03-01,6,0.8973969092645259,0.9967444885481045,0.7905321705050052
4,2009-02-01,2009-05-01,4,-0.5287925216661788,-0.5287925216661788,-0.5287925216661788
4,2009-04-01,2009-07-01,4,0.9804808524889379,0.9804808524889379,0.9804808524889379
4,2009-06-01,2009-12-01,7,-0.8199776169429143,-0.6729948830283836,-0.9582939964353039
4,2009-11-01,2010-07-01,9,-0.2631004446592324,0.9787104100695678,-0.9937579450065875
4,2010-08-01,2010-12-01,5,0.9172641456623849,0.9539182490928705,0.8806100422318994
4,2011-01-01,2011-08-01,8,0.8334626048410414,0.9960829351665963,0.5726909941690148
4,2011-09-01,2011-12-01,4,0.6014988898478403,0.6014988898478403,0.6014988898478403
4,2011-11-01,2012-03-01,5,0.628885802705951,0.7477994722282787,0.5099721331836232
4,2012-02-01,2012-07-01,6,-0.8563520952055054,-0.6621747253101739,-0.989499188044805
4,2012-06-01,2013-04-01,11,-0.417351727897086,0.9899989491742487,-0.9910309046229299
4,2013-03-01,2013-07-01,5,-0.7089561821674717,-0.6374172695958404,-0.780495094739103
4,2013-06-01,2013-10-01,5,-0.7046405378271873,-0.5130304139589101,-0.8962506616954644
4,2013-10-01,2014-08-01,11,0.9399155869726492,0.9962913498640741,0.8225522374787885
4,2014-07-01,2014-11-01,5,0.6889379088779508,0.829167082994257,0.5487087347616445
4,2014-10-01,2015-02-01,5,0.7149399667926423,0.775477682751486,0.6544022508337985
4,2015-02-01,2015-05-01,4,-0.6006518243739944,-0.6006518243739944,-0.6006518243739944
4,2015-05-01,2015-08-01,4,0.626465443821908,0.626465443821908,0.626465443821908
4,2015-08-01,2016-01-01,6,-0.8578371036231373,-0.6305413494712775,-0.9862652125675012
4,2015-12-01,2016-04-01,5,0.7167578965931403,0.7282177768776684,0.7052980163086122
4,2016-03-01,2016-08-01,6,-0.26714625305215706,0.5566637792295365,-0.7934045083560937
4,2016-07-01,2017-05-01,11,0.26174860452587334,0.9284175552015501,-0.7436498161186658
4,2017-05-01,2017-08-01,4,0.6780283110095375,0.6780283110095375,0.6780283110095375
4,2017-10-01,2018-05-01,8,0.4231809435001933,0.9971320700138875,-0.7429759242913201
4,2018-04-01,2018-08-01,5,-0.8757573317261558,-0.8096962508598753,-0.9418184125924363
4,2018-09-01,2019-03-01,7,0.956972927860922,0.9990219301556585,0.9014405491245303
5,2000-04-01,2000-08-01,5,-0.5245100419499431,-0.5245100419499431,-0.5245100419499431
5,2000-07-01,2000-12-01,6,0.8220850182517493,0.8689929929537143,0.7751770435497842
5,2000-10-01,2001-04-01,7,-0.7487330851409327,-0.6771781975242743,-0.8746711491787235
5,2001-02-01,2001-10-01,9,0.7801800174824687,0.8714342681043958,0.6988688824556479
5,2001-09-01,2002-01-01,5,-0.6554017034274977,-0.6554017034274977,-0.6554017034274977
5,2001-12-01,2002-05-01,6,-0.7646612563633821,-0.6437561969905388,-0.8855663157362255
5,2002-07-01,2003-03-01,9,-0.7653452761636501,-0.7050427791336153,-0.9330670087126925
5,2003-01-01,2003-08-01,8,0.7197897474571127,0.9282892809175587,0.6256831745186177
5,2003-06-01,2004-03-01,10,-0.9137048804689845,-0.821015072504918,-0.9822032035991722
5,2004-01-01,2004-05-01,5,-0.5018263555897213,-0.5018263555897213,-0.5018263555897213
5,2004-05-01,2004-09-01,5,-0.9356543435141167,-0.9356543435141167,-0.9356543435141167
5,2004-07-01,2005-01-01,7,0.7444715783519644,0.8938574643709494,0.5974974975542737
5,2005-05-01,2005-11-01,7,0.9420041287562975,0.953040309039813,0.9351119674251438
5,2005-09-01,2006-03-01,7,-0.9244396353040218,-0.8827387234406253,-0.9534116912427827
5,2006-06-01,2006-10-01,5,0.6467374870206456,0.6467374870206456,0.6467374870206456
5,2006-10-01,2007-03-01,6,0.6661590896023659,0.7161714822964483,0.6161466969082836
5,2007-01-01,2007-05-01,5,-0.6631605407686331,-0.6631605407686331,-0.6631605407686331
5,2007-05-01,2008-04-01,12,0.8204701932683428,0.9574078492826499,0.6275624940595795
5,2008-02-01,2008-06-01,5,-0.7840393285931732,-0.7840393285931732,-0.7840393285931732
5,2008-05-01,2008-11-01,7,-0.7761686810815162,-0.6321685538430221,-0.9009995718264877
5,2008-10-01,2009-04-01,7,0.8328636895146545,0.9516833133865561,0.6319586262863744
5,2009-04-01,2010-01-01,10,-0.4975408727781471,0.7425086292165868,-0.9013397508827649
5,2009-11-01,2010-03-01,5,0.7806246651050188,0.7806246651050188,0.7806246651050188
5,2010-01-01,2010-08-01,8,-0.8166094279013285,-0.6678876920910863,-0.9747689889063065
5,2010-08-01,2010-12-01,5,0.940737744494172,0.940737744494172,0.940737744494172
5,2011-01-01,2011-09-01,9,0.7962991185569008,0.9847002247761382,0.5193283468211926
5,2011-08-01,2012-01-01,6,0.678125200005412,0.6856815887327353,0.6705688112780887
5,2011-11-01,2012-03-01,5,0.7053399145274322,0.7053399145274322,0.7053399145274322
5,2012-01-01,2012-07-01,7,-0.7613057012903505,-0.525586274125484,-0.9457217198718464
5,2012-05-01,2013-02-01,10,-0.8819330409718283,-0.7559661653558054,-0.9738059724466631
5,2012-12-01,2013-04-01,5,0.99158283796662,0.99158283796662,0.99158283796662
5,2013-03-01,2013-08-01,6,-0.6253402342048934,-0.618483679828158,-0.6321967885816288
5,2013-06-01,2013-10-01,5,-0.5535591182884841,-0.5535591182884841,-0.5535591182884841
5,2013-09-01,2014-08-01,12,0.8924161029360258,0.9803351084382185,0.5965992545768456
5,2014-07-01,2015-02-01,8,0.6381748934966706,0.7567212663780375,0.5570028947613485
5,2015-05-01,2015-09-01,5,0.6163111380409779,0.6163111380409779,0.6163111380409779
5,2015-08-01,2016-01-01,6,-0.8575154316796856,-0.7545178945667251,-0.9605129687926461
5,2015-11-01,2016-04-01,6,0.739649352471679,0.7469123526460831,0.7323863522972748
5,2016-03-01,2016-07-01,5,-0.6008808893347966,-0.6008808893347966,-0.6008808893347966
5,2016-05-01,2016-09-01,5,0.5658831398487602,0.5658831398487602,0.5658831398487602
5,2016-08-01,2017-03-01,8,0.8681189455979179,0.9244809735559645,0.746151447934835
5,2017-01-01,2017-07-01,7,-0.6012515308772861,-0.5173097249719802,-0.7007303497319859
5,2017-09-01,2018-03-01,7,0.6764703927240441,0.7087380495787106,0.6134407276792299
5,2018-01-01,2018-05-01,5,0.6360937731727092,0.6360937731727092,0.6360937731727092
5,2018-04-01,2018-09-01,6,-0.7115758767290336,-0.5193601338945965,-0.9037916195634706
5,2018-08-01,2019-03-01,8,0.8580380445057338,0.9714089010258568,0.5412977566164205
6,2000-07-01,2000-12-01,6,0.7524806836543538,0.7524806836543538,0.7524806836543538
6,2000-09-01,2001-04-01,8,-0.7338183882772459,-0.691759054048324,-0.7631614337777255
6,2001-01-01,2001-11-01,11,0.73844920322905,0.888375014156978,0.5704502011555862
6,2001-11-01,2002-06-01,8,-0.653034434356328,-0.5157818498275591,-0.7897663571952905
6,2002-07-01,2003-03-01,9,-0.7746388711971934,-0.754663987474781,-0.8169995102046459
6,2003-01-01,2003-09-01,9,0.5992132989764763,0.7307626446178996,0.5103250343698345
6,2003-06-01,2004-04-01,11,-0.924992816160049,-0.8394210407417688,-0.97944121283298
6,2004-04-01,2004-09-01,6,-0.5174636924601392,-0.5174636924601392,-0.5174636924601392
6,2004-06-01,2005-02-01,9,0.648216371083452,0.7843887061302449,0.5437806221238147
6,2005-04-01,2005-11-01,8,0.8862728027772202,0.961338636974619,0.7478924623730207
6,2005-09-01,2006-03-01,7,-0.9307130174478809,-0.916936070960031,-0.9444899639357308
6,2006-10-01,2007-03-01,6,0.7304060616555361,0.7304060616555361,0.7304060616555361
6,2007-01-01,2007-06-01,6,-0.6529041164291477,-0.6529041164291477,-0.6529041164291477
6,2007-04-01,2008-04-01,13,0.8421413123203968,0.9428544950835496,0.6678134104300307
6,2008-03-01,2008-12-01,10,-0.7106549542573727,-0.6158425923287753,-0.8843311856240844
6,2008-09-01,2009-06-01,10,0.7469523702118763,0.9212505576933094,0.5385806105316303
6,2009-05-01,2010-01-01,9,-0.7711026385948458,-0.6609460185180949,-0.8400305584169989
6,2009-12-01,2010-09-01,10,-0.796287139325935,-0.6502830638272039,-0.8960896773312323
6,2010-12-01,2011-09-01,10,0.7622627788477949,0.9842367811550852,0.5428957881773634
6,2011-08-01,2012-01-01,6,0.7482408362668516,0.7482408362668516,0.7482408362668516
6,2011-11-01,2012-04-01,6,0.5260420537665709,0.5260420537665709,0.5260420537665709
6,2012-01-01,2013-03-01,15,-0.7927333455457004,-0.5037676319764708,-0.9512152501848634
6,2012-12-01,2013-05-01,6,0.5548997516035183,0.5548997516035183,0.5548997516035183
6,2013-08-01,2014-08-01,13,0.837811521990373,0.939511595922192,0.5917975610204226
6,2014-07-01,2014-12-01,6,0.7700262749523191,0.7700262749523191,0.7700262749523191
6,2014-09-01,2015-02-01,6,0.6024117034154013,0.6024117034154013,0.6024117034154013
6,2015-05-01,2015-10-01,6,0.5475364920280357,0.5475364920280357,0.5475364920280357
6,2015-07-01,2016-01-01,7,-0.6635131591034877,-0.5724472920740432,-0.7545790261329323
6,2015-11-01,2016-05-01,7,0.6326766420866161,0.758222915847127,0.5071303683261054
6,2016-07-01,2017-03-01,9,0.7984453883652154,0.9226701057687082,0.5674358064337882
6,2017-01-01,2017-07-01,7,-0.5993123632918701,-0.5951798872175592,-0.603444839366181
6,2017-09-01,2018-03-01,7,0.7301348650140748,0.7514404561617599,0.7088292738663896
6,2018-03-01,2018-09-01,7,-0.6160212162685093,-0.5700546521004577,-0.6619877804365608
6,2018-07-01,2019-03-01,9,0.8260195368815123,0.9744610098639392,0.549974930216291
7,2000-08-01,2001-04-01,9,-0.7323235505401899,-0.6363523529355373,-0.8139972695051537
7,2001-01-01,2001-11-01,11,0.7552131901527457,0.9012793937872549,0.5957280848780501
7,2001-12-01,2002-07-01,8,-0.7402039556447215,-0.693330196480869,-0.787077714808574
7,2002-06-01,2003-04-01,11,-0.7037442159151385,-0.5859907441616845,-0.7997935063347386
7,2003-02-01,2003-09-01,8,0.616539012735726,0.6240821145709563,0.6089959109004957
7,2003-06-01,2004-05-01,12,-0.8810047413901231,-0.5517812759515652,-0.9652747564411351
7,2004-06-01,2005-02-01,9,0.6069505291550817,0.6940655624092594,0.5057030412880009
7,2004-11-01,2005-05-01,7,0.561507436138592,0.561507436138592,0.561507436138592
7,2005-03-01,2005-12-01,10,0.7669031512245461,0.9696496996153847,0.5480273067329144
7,2005-09-01,2006-05-01,9,-0.6708795207232341,-0.510186866162677,-0.9307457468274679
7,2006-10-01,2007-04-01,7,0.5949479821003928,0.5949479821003928,0.5949479821003928
7,2007-01-01,2007-07-01,7,-0.5087434820184369,-0.5087434820184369,-0.5087434820184369
7,2007-03-01,2008-04-01,14,0.8629002905003396,0.9181835857690076,0.6797643512364474
7,2008-02-01,2008-12-01,11,-0.7471899412653928,-0.6231165612284689,-0.8749542413164381
7,2008-08-01,2009-07-01,12,0.7462385170673933,0.8426278465726494,0.5720140357972212
7,2009-05-01,2010-02-01,10,-0.7444793177103671,-0.5585032366242606,-0.8519221669207621
7,2009-11-01,2010-10-01,12,-0.7636796409920806,-0.5374053482301911,-0.9044210504319092
7,2010-12-01,2011-10-01,11,0.7631891997471907,0.9234310497312875,0.644578830069509
7,2011-08-01,2012-03-01,8,0.5564977120969475,0.6002693359084553,0.5127260882854398
7,2011-12-01,2013-03-01,16,-0.7783740427073977,-0.5393598758144322,-0.9474318516756904
7,2013-08-01,2014-08-01,13,0.8144074772739077,0.9206818906889169,0.5939452182172247
7,2014-07-01,2015-01-01,7,0.6012271543834535,0.6012271543834535,0.6012271543834535
7,2015-07-01,2016-01-01,7,-0.600424759323706,-0.600424759323706,-0.600424759323706
7,2015-11-01,2016-05-01,7,0.5476966570552372,0.5476966570552372,0.5476966570552372
7,2016-06-01,2017-03-01,10,0.7164569877113285,0.8775081367624468,0.5372933290723856
7,2017-01-01,2017-07-01,7,-0.5941194690273993,-0.5941194690273993,-0.5941194690273993
7,2017-09-01,2018-04-01,8,0.6283497532697527,0.7458505252622761,0.5108489812772293
7,2018-02-01,2018-08-01,7,-0.5094627370735109,-0.5094627370735109,-0.5094627370735109
7,2018-07-01,2019-03-01,9,0.8887700935650856,0.9750594452510136,0.8034489522299114
8,2000-07-01,2001-04-01,10,-0.6743811249489965,-0.5007544083007018,-0.8072681419248592
8,2001-01-01,2001-11-01,11,0.7967333731822381,0.8985118560788755,0.6731385723665833
8,2001-06-01,2002-02-01,9,0.5277473763221923,0.543119011775762,0.5123757408686225
8,2001-11-01,2002-08-01,10,-0.6413664397034591,-0.5452110150104761,-0.8110737303099758
8,2002-05-01,2003-05-01,13,-0.6929856192806861,-0.6066718349694933,-0.7911184554490953
8,2003-01-01,2003-10-01,10,0.5464058193457363,0.5704348496742054,0.519135107136426
8,2003-05-01,2004-05-01,13,-0.8877371534034243,-0.7549671479267969,-0.9577050529298943
8,2004-07-01,2005-02-01,8,0.510636475101651,0.510636475101651,0.510636475101651
8,2004-11-01,2005-06-01,8,0.5416330390692609,0.5416330390692609,0.5416330390692609
8,2005-02-01,2005-12-01,11,0.7172748801258608,0.8853216321959965,0.5328920787249981
8,2005-08-01,2006-05-01,10,-0.5996946253820234,-0.5613414327987765,-0.6305516749335984
8,2006-10-01,2007-05-01,8,0.5611257220524972,0.5611257220524972,0.5611257220524972
8,2007-02-01,2008-05-01,16,0.8480612313771646,0.9369389562708211,0.6498027781244142
8,2008-02-01,2008-12-01,11,-0.8023231073226758,-0.7263671026837704,-0.8738240891904623
8,2008-08-01,2009-08-01,13,0.7696071785856596,0.8459753024374054,0.6010240281038922
8,2009-04-01,2010-11-01,20,-0.7162643503889238,-0.539579705636548,-0.9051418206913311
8,2010-12-01,2011-10-01,11,0.7877286860021023,0.8322050324663358,0.7366481760292801
8,2011-08-01,2012-04-01,9,0.5656338389155451,0.6222341836826933,0.5090334941483968
8,2011-12-01,2013-03-01,16,-0.7849515233762615,-0.6178432046277935,-0.9000586650507019
8,2013-06-01,2014-01-01,8,0.5659938474431415,0.5659938474431415,0.5659938474431415
8,2013-08-01,2014-08-01,13,0.7840641648767303,0.9026301510379608,0.6235581288031992
8,2014-07-01,2015-02-01,8,0.6080868147883699,0.6080868147883699,0.6080868147883699
8,2015-06-01,2016-01-01,8,-0.5084295037268066,-0.5084295037268066,-0.5084295037268066
8,2016-05-01,2017-03-01,11,0.622273563654564,0.8501672930187972,0.530383209770368
8,2017-09-01,2018-04-01,8,0.514521197273197,0.514521197273197,0.514521197273197
8,2018-06-01,2019-03-01,10,0.8006220185034253,0.903261177045954,0.6121741316765551
9,2000-06-01,2001-04-01,11,-0.6524528729280643,-0.564454283824519,-0.78357187976349
9,2001-01-01,2002-03-01,15,0.6791878257094569,0.9088276576754338,0.5167640788627937
9,2001-11-01,2002-09-01,11,-0.6458479543716632,-0.6120706155365748,-0.7033094201926026
9,2002-04-01,2003-06-01,15,-0.6788608084256543,-0.5019134327782392,-0.7879711491140037
9,2003-01-01,2003-09-01,9,0.5442532446112701,0.5442532446112701,0.5442532446112701
9,2003-05-01,2004-06-01,14,-0.869707436393738,-0.6922104042965295,-0.959704973253715
9,2004-01-01,2004-09-01,9,-0.5063942169833637,-0.5063942169833637,-0.5063942169833637
9,2004-08-01,2005-04-01,9,0.505023396828473,0.505023396828473,0.505023396828473
9,2004-11-01,2005-07-01,9,0.5670025430387098,0.5670025430387098,0.5670025430387098
9,2005-01-01,2005-12-01,12,0.6752566362704112,0.8856448023610186,0.565398283476323
9,2005-09-01,2006-06-01,10,-0.6300867480450043,-0.5964089552471199,-0.6637645408428887
9,2006-10-01,2007-06-01,9,0.5729296815348809,0.5729296815348809,0.5729296815348809
9,2007-02-01,2008-06-01,17,0.8531598466617911,0.9502714749726722,0.5707689867947904
9,2008-01-01,2008-12-01,12,-0.7974404924756453,-0.669172854024332,-0.9029609195694875
9,2008-08-01,2009-09-01,14,0.7679737935169633,0.8695585893371884,0.535219991343063
9,2009-04-01,2010-12-01,21,-0.7402059577402453,-0.6104993172246083,-0.8831505316059989
9,2010-11-01,2011-11-01,13,0.7116753315474467,0.8200005941708234,0.562951888890257
9,2011-08-01,2012-04-01,9,0.6245916512302936,0.6245916512302936,0.6245916512302936
9,2011-12-01,2013-03-01,16,-0.7712910198709919,-0.612316005152009,-0.8712445379710587
9,2013-05-01,2014-09-01,17,0.6724854961353812,0.8164342386872171,0.5463342384584735
9,2016-01-01,2016-09-01,9,0.5036847785089354,0.5036847785089354,0.5036847785089354
9,2016-04-01,2017-04-01,13,0.533694236865918,0.5766242157180393,0.5124003143327474
9,2018-06-01,2019-03-01,10,0.8361384975968584,0.9029557600098987,0.7693212351838181
10,2000-05-01,2001-04-01,12,-0.6316024248141543,-0.5712193212420652,-0.692107877195107
10,2000-12-01,2002-04-01,17,0.6644309488256308,0.8843453262368932,0.507568386567209
10,2001-11-01,2003-06-01,20,-0.66814835705139,-0.5386970073245116,-0.7439463080224981
10,2003-04-01,2004-07-01,16,-0.8096764648278926,-0.5582822849626409,-0.9548454998540225
10,2004-12-01,2005-12-01,13,0.6746498455563439,0.7936338662697511,0.5854459668724462
10,2005-09-01,2006-06-01,10,-0.6564485062484832,-0.6564485062484832,-0.6564485062484832
10,2006-10-01,2007-07-01,10,0.6070772138259173,0.6070772138259173,0.6070772138259173
10,2006-12-01,2008-07-01,20,0.8210288399353632,0.9568857748010013,0.6139574126795929
10,2008-01-01,2009-01-01,13,-0.7697515073682997,-0.5717428059548013,-0.9047475516368895
10,2008-08-01,2009-09-01,14,0.8252486595517731,0.8791981007009129,0.7397008954784271
10,2009-04-01,2011-03-01,24,-0.7272411259536377,-0.5400785101645801,-0.8420325337692649
10,2010-10-01,2011-11-01,14,0.6890816181820106,0.8293378875638175,0.5255859739325235
10,2011-08-01,2012-05-01,10,0.531512103834529,0.531512103834529,0.531512103834529
10,2011-12-01,2013-03-01,16,-0.7442262324702321,-0.5630714383289322,-0.8670173297030508
10,2013-05-01,2014-10-01,18,0.6512054160357702,0.821993879021884,0.5461426771021856
10,2015-12-01,2016-09-01,10,0.5259586425545133,0.5259586425545133,0.5259586425545133
10,2016-03-01,2017-03-01,13,0.5154348549696464,0.528965793859324,0.5018383299377801
10,2018-06-01,2019-03-01,10,0.8004839059029379,0.8004839059029379,0.8004839059029379
11,2000-04-01,2001-04-01,13,-0.6444374187050644,-0.6039885224845111,-0.6892433673915865
11,2000-11-01,2002-04-01,18,0.683181072118119,0.7819377892854265,0.5805910385882416
11,2001-11-01,2003-07-01,21,-0.6865607454918836,-0.5334508779805374,-0.7767547899440272
11,2003-04-01,2004-08-01,17,-0.8106896352689318,-0.6288389175394883,-0.9515435982483302
11,2004-11-01,2005-12-01,14,0.6671696338600399,0.8066526094745617,0.5158205731240855
11,2006-10-01,2008-07-01,22,0.8284613012292296,0.9572786598167008,0.6258460361682587
11,2007-12-01,2009-01-01,14,-0.7168778907797231,-0.5143773502795025,-0.8644643186743197
11,2008-07-01,2009-10-01,16,0.7663587817687364,0.889098305348004,0.504336180975815
11,2009-03-01,2011-03-01,25,-0.7473509163850967,-0.5903751878503364,-0.8368606261094214
11,2010-10-01,2011-12-01,15,0.6692755821565013,0.7579894720003082,0.5871902396515687
11,2011-12-01,2013-03-01,16,-0.7231133446470324,-0.5863870824581146,-0.8210334857027789
11,2013-05-01,2014-10-01,18,0.6368392798941989,0.8212505279793755,0.5493560306783125
11,2015-11-01,2016-09-01,11,0.5514443038500477,0.5514443038500477,0.5514443038500477
